HHID,HV000,HV001,HV002,HV003,HV004,HV005,HV006,HV007,HV008,HV009,HV010,HV011,HV012,HV013,HV014,HV015,HV016,HV017,HV018,HV019,HV020,HV021,HV022,HV023,HV024,HV025,HV026,HV027,HV028,HV030,HV031,HV032,HV033,HV035,HV040,HV041,HV042,HV043,HV044,HV201,HV204,HV205,HV206,HV207,HV208,HV209,HV210,HV211,HV212,HV213,HV214,HV215,HV217,HV218,HV219,HV220,HV221,HV225,HV226,HV227,HV228,HV230,HV231,HV232,HV233,HV234,SHCOMMU,SHINTER,SHLANG,SHSECTE,SHTIME,V73
253 65,RW4,253,65,2,253,1221262,8,2000,1208,3,3,0,3,3,0,1,8,1,13,89,0,253,120,6,6,2,3,0,0,30,28,0,5568,0, ,3, , , ,41,60,21,0,0,0,0,0,0,0,11, , ,4,1,2,47,0,0,7,0, ,2, , , ,15,14,0,1,1,2,1.221262
253 68,RW4,253,68,2,253,1221262,8,2000,1208,7,1,0,7,7,2,1,8,1,13,89,0,253,120,6,6,2,3,0,0,30,28,0,5568,2, ,1, , , ,42,30,21,0,1,0,0,0,0,0,11, , ,2,1,1,35,0,0,7,0,3,2, , , ,15,14,0,1,1,3,1.221262
253 71,RW4,253,71,0,253,0,8,2000,1208,0,0,0,0,0,0,6,8,1,18,89,0,253,120,6,6,2,3,1,0,30,28,0,5568,0, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
253 74,RW4,253,74,1,253,1221262,8,2000,1208,6,1,0,6,6,1,1,9,1,13,89,0,253,120,6,6,2,3,0,0,30,28,0,5568,1, ,1, , , ,42,10,21,0,1,0,0,0,0,0,11, , ,2,1,2,31,0,0,7,0,3,2, , , ,30,14,0,1,1,0,1.221262
253 77,RW4,253,77,1,253,1221262,8,2000,1208,1,0,0,1,1,0,1,8,1,22,89,0,253,120,6,6,2,3,0,0,30,28,0,5568,0, ,0, , , ,42,10,22,0,1,0,0,0,0,0,11, , ,1,1,1,23,0,1,7,0, ,2, , , ,15,14,0,1,1,1,1.221262
253 80,RW4,253,80,2,253,1221262,8,2000,1208,6,1,2,6,6,0,1,8,1,13,89,0,253,120,6,6,2,3,1,1230379,30,28,0,5568,0, ,1, , , ,42,10,21,0,1,0,0,1,0,0,11, , ,4,1,2,64,0,0,7,0, ,2, , , ,30,14,0,1,1,8,1.221262
253 83,RW4,253,83,1,253,1221262,8,2000,1208,1,0,0,1,1,0,1,7,1,13,89,0,253,120,6,6,2,3,0,0,30,28,0,5568,0, ,0, , , ,41,30,21,0,1,0,0,0,0,0,11, , ,1,1,1,43,0,1,7,0, ,2, , , ,15,14,0,1,1,1,1.221262
253 86,RW4,253,86,2,253,1221262,8,2000,1208,5,1,0,5,5,0,1,8,1,18,89,0,253,120,6,6,2,3,0,0,30,28,0,5568,0, ,1, , , ,42,30,21,0,1,0,0,1,0,0,11, , ,4,1,2,50,0,0,7,0, ,2, , , ,15,14,1,1,1,2,1.221262
253 89,RW4,253,89,1,253,1221262,8,2000,1208,7,2,1,7,7,2,1,7,1,13,89,0,253,120,6,6,2,3,1,1230379,30,28,0,5568,2, ,2, , , ,43,10,21,0,1,0,0,0,0,0,11, , ,4,1,2,30,0,0,7,0,3,2, , , ,999,14,0,1,1,0,1.221262
253112,RW4,253,112,2,253,1221262,8,2000,1208,10,4,0,10,10,2,1,7,1,22,89,0,253,120,6,6,2,3,0,0,30,28,0,5568,2, ,4, , , ,42,15,21,0,1,0,0,1,0,0,34, , ,5,1,2,40,0,0,7,0,3,2, , , ,0,14,0,1,1,6,1.221262
254  1,RW4,254,1,2,254,1221262,8,2000,1208,7,2,0,6,6,2,1,8,1,4,82,0,254,121,6,6,2,3,0,0,49,27,0,5568,2, ,2, , , ,41,60,21,0,0,0,0,0,0,0,11, , ,2,1,1,30,0,0,7,0,3,2, , , ,15,14,0,1,5,0,1.221262
254  8,RW4,254,8,1,254,1221262,8,2000,1208,2,0,0,2,2,0,1,8,1,26,82,0,254,121,6,6,2,3,0,0,49,27,0,5568,0, ,0, , , ,41,20,21,0,0,0,0,0,0,0,11, , ,2,1,2,76,0,0,7,0, ,2, , , ,30,14,0,1,5,1,1.221262
254 15,RW4,254,15,2,254,1221262,8,2000,1208,8,3,1,8,8,1,1,8,1,16,82,0,254,121,6,6,2,3,1,1230379,49,27,0,5568,1, ,3, , , ,41,90,21,0,0,0,0,0,0,0,11, , ,4,1,1,47,0,0,7,0,3,2, , , ,15,14,0,1,5,9,1.221262
254 22,RW4,254,22,1,254,1221262,8,2000,1208,9,5,0,8,9,1,1,9,1,47,82,0,254,121,6,6,2,3,0,0,49,27,0,5568,1, ,5, , , ,41,120,21,0,1,0,0,0,0,0,11, , ,4,1,2,49,0,0,7,0,3,2, , , ,30,14,0,1,5,5,1.221262
254 29,RW4,254,29,1,254,1221262,8,2000,1208,4,1,0,4,4,2,1,8,1,4,82,0,254,121,6,6,2,3,0,0,49,27,0,5568,2, ,1, , , ,41,60,21,0,1,0,0,0,0,0,11, , ,2,1,1,28,0,0,7,0,3,2, , , ,30,14,0,1,5,3,1.221262
254 36,RW4,254,36,2,254,1221262,8,2000,1208,3,1,1,3,3,1,1,8,1,16,82,0,254,121,6,6,2,3,1,1230379,49,27,0,5568,1, ,1, , , ,41,60,21,0,1,0,0,0,0,0,11, , ,2,1,1,25,0,0,7,0,3,2, , , ,15,14,0,1,5,2,1.221262
254 43,RW4,254,43,1,254,1221262,8,2000,1208,2,2,0,2,2,0,1,8,1,26,82,0,254,121,6,6,2,3,0,0,49,27,0,5568,0, ,2, , , ,41,25,21,0,1,0,0,0,0,0,11, , ,3,1,2,25,0,0,7,0, ,2, , , ,30,14,0,1,5,3,1.221262
254 50,RW4,254,50,2,254,1221262,8,2000,1208,8,3,0,8,8,0,1,9,1,47,82,0,254,121,6,6,2,3,0,0,49,27,0,5568,0, ,3, , , ,41,60,21,0,0,0,0,0,0,0,11, , ,4,1,1,46,0,0,7,0, ,2, , , ,30,14,0,1,5,5,1.221262
254 57,RW4,254,57,3,254,1221262,8,2000,1208,8,2,2,8,8,1,1,8,1,16,82,0,254,121,6,6,2,3,1,1230379,30,61,0,5568,1, ,2, , , ,41,120,21,0,1,0,0,0,0,0,34, , ,4,1,1,45,0,0,7,0,3,2, , , ,15,14,0,1,5,2,1.221262
254 64,RW4,254,64,1,254,1221262,11,2000,1211,5,2,0,5,5,0,1,18,1,3,82,0,254,121,6,6,2,3,0,0,30,61,0,5568,0, ,2, , , ,41,60,21,0,0,0,0,0,0,0,11, , ,3,1,2,47,0,0,7,0, ,2, , , ,15,14,0,1,5,0,1.221262
254 71,RW4,254,71,1,254,1221262,8,2000,1208,9,2,0,9,6,2,1,8,1,26,82,0,254,121,6,6,2,3,0,0,49,27,0,5568,1, ,2, , , ,42,40,21,0,1,0,0,0,0,0,11, , ,4,1,1,48,0,0,7,0,3,2, , , ,999,14,0,1,5,7,1.221262
254 78,RW4,254,78,1,254,1221262,8,2000,1208,6,1,0,6,6,2,1,8,1,16,82,0,254,121,6,6,2,3,1,1230379,49,27,0,5568,1, ,1, , , ,41,60,21,0,0,0,0,0,0,0,11, , ,1,1,2,36,0,0,7,0,3,2, , , ,15,14,0,1,5,4,1.221262
254 85,RW4,254,85,2,254,1221262,8,2000,1208,6,1,0,6,5,2,1,9,1,47,82,0,254,121,6,6,2,3,0,0,49,27,0,5568,2, ,1, , , ,41,60,31,0,0,0,0,0,0,0,11, , ,2,1,1,37,0, ,7,0,3,2, , , ,30,14,0,1,5,0,1.221262
254 92,RW4,254,92,1,254,1221262,11,2000,1211,1,0,0,1,1,0,1,17,1,41,82,0,254,121,6,6,2,3,0,0,30,61,0,5568,0, ,0, , , ,41,40,21,0,0,0,0,0,0,0,11, , ,1,1,2,78,0,0,7,0, ,2, , , ,999,14,0,1,5,1,1.221262
254 99,RW4,254,99,1,254,1221262,8,2000,1208,3,1,1,3,3,1,1,9,1,16,82,0,254,121,6,6,2,3,1,1230379,30,61,0,5568,1, ,1, , , ,41,80,21,0,1,0,0,0,0,0,34, , ,2,1,1,24,0,0,7,0,3,2, , , ,15,14,0,1,5,0,1.221262
254106,RW4,254,106,1,254,1221262,11,2000,1211,4,0,0,4,4,0,1,17,1,41,82,0,254,121,6,6,2,3,0,0,30,61,0,5568,0, ,0, , , ,41,40,21,0,1,0,0,0,0,0,11, , ,2,1,1,59,0,0,7,0, ,2, , , ,15,14,0,1,5,1,1.221262
254113,RW4,254,113,2,254,1221262,8,2000,1208,8,1,0,8,8,3,1,9,1,47,82,0,254,121,6,6,2,3,0,0,49,27,0,5568,2, ,1, , , ,41,15,21,0,1,0,0,1,0,0,11, , ,2,1,1,34,0,0,7,0,3,2, , , ,30,14,0,1,5,5,1.221262
254120,RW4,254,120,1,254,1221262,11,2000,1211,10,1,3,10,10,3,1,9,1,16,82,0,254,121,6,6,2,3,1,1230379,30,61,0,5568,3, ,1, , , ,41,120,21,0,1,0,0,0,0,0,11, , ,4,1,1,45,0,0,7,0,3,2, , , ,30,14,0,1,5,6,1.221262
254127,RW4,254,127,2,254,1221262,8,2000,1208,3,1,0,3,3,0,1,9,1,26,82,0,254,121,6,6,2,3,0,0,49,27,0,5568,0, ,1, , , ,41,10,21,0,1,0,0,0,0,0,11, , ,2,1,1,31,0,0,7,0, ,2, , , ,15,14,0,1,5,1,1.221262
254134,RW4,254,134,2,254,1221262,8,2000,1208,6,2,0,6,6,0,1,9,1,4,82,0,254,121,6,6,2,3,0,0,49,27,0,5568,0, ,2, , , ,41,30,21,0,1,0,0,0,0,0,11, , ,4,1,1,40,0,0,7,0, ,2, , , ,30,14,0,1,5,2,1.221262
254141,RW4,254,141,2,254,1221262,8,2000,1208,7,0,0,7,4,0,1,9,1,26,82,0,254,121,6,6,2,3,1,1230379,49,27,0,5568,0, ,2, , , ,41,15,21,0,1,0,0,0,0,0,34, , ,4,1,1,77,0,0,7,0, ,2, , , ,30,14,0,1,5,3,1.221262
254148,RW4,254,148,1,254,1221262,11,2000,1211,5,1,0,5,5,0,1,18,1,28,82,0,254,121,6,6,2,3,0,0,30,61,0,5568,0, ,1, , , ,41,20,22,0,0,0,0,0,0,0,11, , ,2,1,1,35,0,0,7,0, ,2, , , ,30,14,0,1,5,0,1.221262
254155,RW4,254,155,1,254,1221262,11,2000,1211,3,0,0,3,3,0,1,17,1,41,82,0,254,121,6,6,2,3,1,1230379,30,61,0,5568,0, ,0, , , ,41,30,21,0,0,0,0,0,0,0,11, , ,1,1,2,54,0,0,7,0, ,2, , , ,15,14,0,1,5,1,1.221262
254162,RW4,254,162,1,254,1221262,11,2000,1211,3,0,1,3,3,0,1,17,1,41,82,0,254,121,6,6,2,3,1,1230379,30,61,0,5568,0, ,0, , , ,41,20,21,0,1,0,0,0,0,0,11, , ,4,1,1,72,0,0,7,0, ,2, , , ,15,14,0,1,5,1,1.221262
254169,RW4,254,169,2,254,1221262,11,2000,1211,10,1,0,10,10,2,1,18,1,25,82,0,254,121,6,6,2,3,0,0,30,61,0,5568,1, ,1, , , ,13,10,21,0,1,0,0,0,0,0,11, , ,4,1,1,42,0,0,7,0,3,2, , , ,15,14,0,1,5,3,1.221262
255  1,RW4,255,1,2,255,1221262,8,2000,1208,10,2,0,10,8,1,1,8,1,21,83,0,255,121,6,6,2,3,0,0,30,61,0,5568,1, ,2, , , ,42,40,21,0,1,0,0,0,0,0,11, , ,4,1,2,63,0,0,7,0, ,2, , , ,7,5,0,1,3,4,1.221262
255  6,RW4,255,6,2,255,1221262,8,2000,1208,8,2,0,8,8,1,1,8,1,21,83,0,255,121,6,6,2,3,0,0,30,61,0,5568,1, ,2, , , ,42,30,21,0,1,0,0,0,0,0,11, , ,4,1,1,64,0,0,7,0,3,2, , , ,0,5,0,1,3,0,1.221262
255 11,RW4,255,11,4,255,1221262,11,2000,1211,6,2,0,6,5,0,1,20,1,28,83,0,255,121,6,6,2,3,1,1230379,30,61,0,5568,0, ,3, , , ,41,20,21,0,0,0,0,0,0,0,11, , ,4,1,2,46,0,0,7,0, ,2, , , ,30,5,0,1,3,0,1.221262
255 16,RW4,255,16,1,255,1221262,8,2000,1208,6,2,0,6,6,0,1,8,1,24,83,0,255,121,6,6,2,3,0,0,30,61,0,5568,0, ,2, , , ,42,90,21,0,1,0,0,0,0,0,11, , ,4,1,1,66,0,0,7,0, ,2, , , ,15,5,0,1,3,2,1.221262
255 21,RW4,255,21,0,255,0,8,2000,1208,0,0,0,0,0,0,3,10,3,25,83,0,255,121,6,6,2,3,0,0,30,61,0,5568,0, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
255 26,RW4,255,26,2,255,1221262,8,2000,1208,7,2,1,7,7,1,1,8,1,11,83,0,255,121,6,6,2,3,1,1230379,30,61,0,5568,0, ,2, , , ,42,60,21,0,1,0,0,0,0,0,11, , ,4,1,1,60,0,0,7,0, ,2, , , ,15,5,1,1,3,6,1.221262
255 31,RW4,255,31,1,255,1221262,8,2000,1208,8,1,0,8,8,4,1,8,1,32,83,0,255,121,6,6,2,3,0,0,30,61,0,5568,4, ,1, , , ,42,20,21,0,0,0,0,0,0,0,11, , ,2,1,1,38,0,0,7,0,3,2, , , ,15,5,0,1,3,0,1.221262
255 36,RW4,255,36,1,255,1221262,8,2000,1208,3,1,0,3,3,0,1,8,1,32,83,0,255,121,6,6,2,3,0,0,30,61,0,5568,0, ,1, , , ,42,20,22,0,0,0,0,0,0,0,11, , ,1,1,2,36,0,0,7,0, ,2, , , ,7,5,0,1,3,1,1.221262
255 41,RW4,255,41,0,255,0,11,2000,1211,0,0,0,0,0,0,6,20,1,28,83,0,255,121,6,6,2,3,1,0,30,61,0,5568,0, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
255 46,RW4,255,46,1,255,1221262,8,2000,1208,5,1,0,5,5,0,1,8,1,32,83,0,255,121,6,6,2,3,0,0,30,61,0,5568,0, ,1, , , ,42,20,22,0,0,0,0,0,0,0,11, , ,4,1,1,47,0,0,7,0, ,2, , , ,7,5,0,1,3,1,1.221262
255 51,RW4,255,51,1,255,1221262,8,2000,1208,5,2,0,4,5,0,1,9,1,21,83,0,255,121,6,6,2,3,0,0,30,61,0,5568,1, ,2, , , ,43,5,21,0,0,0,0,0,0,0,11, , ,4,1,2,52,0,1,7,0,3,2, , , ,7,5,0,1,3,2,1.221262
255 56,RW4,255,56,1,255,1221262,8,2000,1208,4,1,1,4,4,0,1,8,1,11,83,0,255,121,6,6,2,3,1,1230379,30,61,0,5568,0, ,1, , , ,13,60,31,0,0,0,0,0,0,0,11, , ,4,1,2,58,0, ,7,0, ,2, , , ,15,5,0,1,3,0,1.221262
255 61,RW4,255,61,2,255,1221262,8,2000,1208,4,1,0,4,4,1,1,9,1,21,83,0,255,121,6,6,2,3,0,0,30,61,0,5568,1, ,1, , , ,33,5,21,0,1,0,0,0,0,0,11, , ,2,1,1,26,0,0,7,0,3,2, , , ,15,5,0,1,3,1,1.221262
255 66,RW4,255,66,1,255,1221262,11,2000,1211,3,0,0,3,3,0,1,20,1,3,83,0,255,121,6,6,2,3,0,0,30,61,0,5568,0, ,0, , , ,41,10,21,0,0,0,0,0,0,0,11, , ,1,1,2,62,0,1,7,0, ,2, , , ,999,5,0,1,3,1,1.221262
255 71,RW4,255,71,1,255,1221262,8,2000,1208,3,1,1,3,3,1,1,9,1,24,83,0,255,121,6,6,2,3,1,1230379,30,61,0,5568,1, ,1, , , ,33,30,21,0,0,0,0,1,0,0,11, , ,2,1,1,32,0,0,7,0,3,2, , , ,15,5,0,1,3,0,1.221262
255 76,RW4,255,76,1,255,1221262,8,2000,1208,5,3,0,5,5,0,1,9,1,25,83,0,255,121,6,6,2,3,0,0,30,61,0,5568,0, ,3, , , ,23,30,21,0,1,0,0,0,0,0,11, , ,4,1,2,41,0,0,7,0, ,2, , , ,15,5,0,1,3,0,1.221262
255 81,RW4,255,81,2,255,1221262,11,2000,1211,9,2,0,8,9,2,1,20,1,25,83,0,255,121,6,6,2,3,0,0,30,61,0,5568,1, ,2, , , ,41,60,21,0,1,0,0,0,0,0,11, , ,4,1,1,42,0,0,7,0,3,2, , , ,15,5,0,1,3,0,1.221262
255 86,RW4,255,86,2,255,1221262,8,2000,1208,9,1,0,9,9,2,1,20,1,3,83,0,255,121,6,6,2,3,1,1230379,30,61,0,5568,1, ,1, , , ,41,15,21,0,1,0,0,0,0,0,11, , ,2,1,1,64,0,0,7,0,3,2, , , ,15,5,0,1,3,3,1.221262
255 91,RW4,255,91,2,255,1221262,8,2000,1208,5,1,0,5,4,0,1,9,1,32,83,0,255,121,6,6,2,3,0,0,30,61,0,5568,0, ,2, , , ,42,20,21,0,0,0,0,0,0,0,11, , ,4,1,1,55,0,0,7,0, ,2, , , ,15,5,0,1,3,0,1.221262
255 96,RW4,255,96,1,255,1221262,8,2000,1208,7,0,0,7,7,2,1,9,1,32,83,0,255,121,6,6,2,3,0,0,30,61,0,5568,2, ,0, , , ,41,20,22,0,0,0,0,0,0,0,11, , ,1,1,1,40,0,0,7,0,3,2, , , ,30,5,0,1,3,2,1.221262
255101,RW4,255,101,0,255,0,11,2000,1211,0,0,0,0,0,0,6,20,1,41,83,0,255,121,6,6,2,3,1,0,30,61,0,5568,0, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
255106,RW4,255,106,2,255,1221262,11,2000,1211,4,1,0,4,4,0,1,20,1,6,83,0,255,121,6,6,2,3,0,0,30,61,0,5568,0, ,1, , , ,41,15,21,0,0,0,0,0,0,0,11, , ,2,1,1,32,0,0,7,0, ,2, , , ,30,5,0,1,3,11,1.221262
255111,RW4,255,111,1,255,1221262,11,2000,1211,4,0,0,4,4,0,1,20,1,61,83,0,255,121,6,6,2,3,0,0,30,61,0,5568,0, ,0, , , ,13,15,21,0,0,0,0,0,0,0,11, , ,2,1,2,74,0,0,7,0, ,2, , , ,15,5,0,1,3,2,1.221262
256  7,RW4,256,7,1,256,1221262,11,2000,1211,3,0,0,3,3,0,1,16,1,3,82,0,256,122,6,6,2,3,0,0,30,61,0,5568,0, ,0, , , ,41,35,21,0,0,0,0,0,0,0,11, , ,4,1,1,69,0,0,7,0, ,2, , , ,30,17,0,1,5,1,1.221262
256 19,RW4,256,19,1,256,1221262,11,2000,1211,4,1,0,4,4,0,1,16,1,3,82,0,256,122,6,6,2,3,0,0,30,61,0,5568,0, ,1, , , ,41,40,21,0,0,0,0,0,0,0,11, , ,2,1,2,42,0,0,7,0, ,2, , , ,30,17,0,1,5,1,1.221262
256 31,RW4,256,31,1,256,1221262,11,2000,1211,5,1,1,5,5,2,1,16,1,16,82,0,256,122,6,6,2,3,1,1230379,30,61,0,5568,1, ,1, , , ,23,50,21,0,0,0,0,0,0,0,11, , ,2,1,1,44,0,0,7,0,3,2, , , ,15,17,0,1,5,2,1.221262
256 43,RW4,256,43,1,256,1221262,11,2000,1211,4,2,0,4,4,0,1,16,1,3,82,0,256,122,6,6,2,3,0,0,30,61,0,5568,0, ,2, , , ,41,120,21,0,0,0,0,0,0,0,11, , ,4,1,2,60,0,0,7,0, ,2, , , ,15,17,0,1,5,0,1.221262
256 55,RW4,256,55,2,256,1221262,11,2000,1211,3,1,0,3,3,0,1,16,1,3,82,0,256,122,6,6,2,3,0,0,30,61,0,5568,0, ,1, , , ,41,10,21,0,0,0,0,0,0,0,11, , ,4,1,2,82,0,0,7,0, ,2, , , ,15,17,0,1,5,2,1.221262
256 67,RW4,256,67,2,256,1221262,11,2000,1211,8,1,1,8,8,0,1,16,1,41,82,0,256,122,6,6,2,3,1,1230379,30,61,0,5568,0, ,1, , , ,41,10,21,0,1,0,0,1,0,0,34, , ,4,1,1,64,0,0,7,0, ,2, , , ,15,17,0,1,5,4,1.221262
256 79,RW4,256,79,2,256,1221262,11,2000,1211,9,2,0,9,9,0,1,16,1,6,82,0,256,122,6,6,2,3,0,0,30,61,0,5568,0, ,2, , , ,41,40,21,0,1,0,0,1,0,0,11, , ,4,1,1,52,0,0,7,0, ,2, , , ,15,17,0,1,5,2,1.221262
256 91,RW4,256,91,1,256,1221262,11,2000,1211,4,1,0,4,4,0,1,16,1,6,82,0,256,122,6,6,2,3,0,0,30,61,0,5568,0, ,1, , , ,41,25,21,0,1,0,9,0,0,0,11, , ,2,1,2,43,0,1,7,0, ,2, , , ,30,17,0,1,5,1,1.221262
256103,RW4,256,103,1,256,1221262,11,2000,1211,4,0,0,4,4,0,1,16,1,41,82,0,256,122,6,6,2,3,1,1230379,30,61,0,5568,0, ,0, , , ,41,30,21,0,0,0,0,0,0,0,11, , ,1,1,2,58,0,0,7,0, ,2, , , ,7,17,0,1,5,1,1.221262
256115,RW4,256,115,2,256,1221262,11,2000,1211,8,3,0,8,8,1,1,16,1,6,82,0,256,122,6,6,2,3,0,0,30,61,0,5568,1, ,3, , , ,41,25,21,0,1,0,0,1,0,0,34, , ,4,1,1,50,0,0,7,0,3,2, , , ,30,17,0,1,5,3,1.221262
256127,RW4,256,127,1,256,1221262,11,2000,1211,2,0,0,2,2,0,1,16,1,28,82,0,256,122,6,6,2,3,0,0,30,61,0,5568,0, ,0, , , ,41,30,21,0,0,0,0,0,0,0,11, , ,1,1,2,74,0,0,7,0, ,2, , , ,15,17,0,1,5,2,1.221262
256139,RW4,256,139,2,256,1221262,11,2000,1211,7,1,1,7,7,2,1,16,1,41,82,0,256,122,6,6,2,3,1,1230379,30,61,0,5568,2, ,1, , , ,41,120,21,0,1,0,0,0,0,0,11, , ,4,1,1,27,0,0,7,0,3,2, , , ,15,17,0,1,5,0,1.221262
256151,RW4,256,151,2,256,1221262,11,2000,1211,5,1,0,5,5,1,1,16,1,41,82,0,256,122,6,6,2,3,0,0,30,61,0,5568,1, ,1, , , ,41,30,21,0,0,0,0,0,0,0,11, , ,3,1,2,70,0,0,7,0,3,2, , , ,30,17,0,1,5,2,1.221262
256163,RW4,256,163,1,256,1221262,11,2000,1211,4,1,0,4,4,1,1,16,1,25,82,0,256,122,6,6,2,3,0,0,30,61,0,5568,1, ,1, , , ,41,30,21,0,0,0,0,0,0,0,11, , ,2,1,1,35,0,0,7,0,3,2, , , ,15,17,0,1,5,5,1.221262
256175,RW4,256,175,2,256,1221262,11,2000,1211,6,1,1,6,6,2,1,16,1,16,82,0,256,122,6,6,2,3,1,1230379,30,61,0,5568,2, ,1, , , ,23,15,21,0,0,0,0,0,0,0,11, , ,2,1,1,37,0,0,7,0,3,2, , , ,15,17,0,1,5,3,1.221262
256187,RW4,256,187,2,256,1221262,11,2000,1211,5,1,0,5,5,2,1,16,1,3,82,0,256,122,6,6,2,3,0,0,30,61,0,5568,2, ,1, , , ,41,20,21,0,1,0,0,1,0,0,11, , ,2,1,1,33,0,0,7,0,3,2, , , ,30,17,0,1,5,4,1.221262
256199,RW4,256,199,2,256,1221262,11,2000,1211,10,1,0,10,10,1,1,16,1,25,82,0,256,122,6,6,2,3,0,0,30,61,0,5568,1, ,1, , , ,41,30,21,0,0,0,0,0,0,0,11, , ,2,1,1,45,0,0,7,0,3,2, , , ,7,17,0,1,5,4,1.221262
256211,RW4,256,211,1,256,1221262,11,2000,1211,4,1,1,4,4,2,1,16,1,41,82,0,256,122,6,6,2,3,1,1230379,30,61,0,5568,2, ,1, , , ,41,10,21,0,1,0,0,0,0,0,11, , ,2,1,1,29,0,0,7,0,3,2, , , ,15,17,0,1,5,0,1.221262
256223,RW4,256,223,1,256,1221262,11,2000,1211,9,2,0,9,9,2,1,16,1,3,82,0,256,122,6,6,2,3,0,0,30,61,0,5568,2, ,2, , , ,41,10,21,0,1,0,0,0,0,0,11, , ,4,1,1,40,0,1,7,0,3,2, , , ,30,17,0,1,5,2,1.221262
256235,RW4,256,235,1,256,1221262,11,2000,1211,2,1,0,2,2,1,1,17,1,25,82,0,256,122,6,6,2,3,0,0,30,61,0,5568,1, ,1, , , ,13,120,31,0,0,0,0,0,0,0,11, , ,1,1,2,26,0, ,7,0,3,2, , , ,15,17,0,1,5,2,1.221262
256247,RW4,256,247,1,256,1221262,11,2000,1211,5,2,0,5,5,2,1,16,1,16,82,0,256,122,6,6,2,3,1,1230379,30,61,0,5568,2, ,2, , , ,42,60,11,0,0,0,0,0,0,0,11, , ,3,1,2,44,0,0,7,0,3,2, , , ,15,17,0,1,5,2,1.221262
256259,RW4,256,259,1,256,1221262,11,2000,1211,4,1,0,4,4,2,1,16,1,3,82,0,256,122,6,6,2,3,0,0,30,61,0,5568,2, ,1, , , ,41,20,21,0,1,0,0,0,0,0,11, , ,2,1,1,32,0,0,7,0,3,2, , , ,30,17,0,1,5,2,1.221262
257  1,RW4,257,1,1,257,1221262,11,2000,1211,8,1,0,8,8,2,1,16,1,25,82,0,257,122,6,6,2,3,0,0,30,61,0,5568,1, ,1, , , ,13,25,21,0,0,0,0,0,0,0,11, , ,2,1,1,32,0,0,7,0,3,2, , , ,15,17,0,1,4,4,1.221262
257 10,RW4,257,10,2,257,1221262,11,2000,1211,4,1,0,4,4,1,1,16,1,28,82,0,257,122,6,6,2,3,0,0,30,61,0,5568,1, ,1, , , ,13,15,22,0,0,0,0,0,0,0,11, , ,2,1,1,42,0,0,7,0,3,2, , , ,30,17,0,1,4,3,1.221262
257 19,RW4,257,19,1,257,1221262,11,2000,1211,3,0,1,3,3,1,1,16,2,41,82,0,257,122,6,6,2,3,1,1230379,30,61,0,5568,1, ,0, , , ,42,60,22,0,1,0,0,0,0,0,11, , ,1,1,1,43,0,0,7,0,3,2, , , ,999,17,0,1,4,2,1.221262
257 28,RW4,257,28,1,257,1221262,11,2000,1211,10,1,0,10,10,0,1,15,1,6,82,0,257,122,6,6,2,3,0,0,30,61,0,5568,0, ,1, , , ,41,20,21,0,1,0,0,1,0,0,11, , ,4,1,1,61,0,0,7,0, ,2, , , ,30,17,0,1,4,0,1.221262
257 31,RW4,257,31,1,257,1221262,11,2000,1211,3,0,0,3,3,0,1,15,1,6,82,0,257,122,6,6,2,3,0,0,30,61,0,5568,0, ,0, , , ,13,20,21,0,1,0,0,0,0,0,11, , ,1,1,1,17,0,0,7,0, ,2, , , ,30,17,0,1,4,4,1.221262
257 46,RW4,257,46,1,257,1221262,11,2000,1211,4,1,0,4,4,2,1,15,1,41,82,0,257,122,6,6,2,3,1,1230379,30,61,0,5568,1, ,1, , , ,41,10,21,0,1,0,0,0,0,0,11, , ,1,1,2,28,0,0,7,0,3,2, , , ,15,17,0,1,4,2,1.221262
257 55,RW4,257,55,2,257,1221262,11,2000,1211,4,1,0,4,4,1,1,15,1,28,82,0,257,122,6,6,2,3,0,0,30,61,0,5568,1, ,1, , , ,13,15,21,0,0,0,0,0,0,0,11, , ,2,1,1,35,0,0,7,0,3,2, , , ,30,17,0,1,4,2,1.221262
257 64,RW4,257,64,2,257,1221262,11,2000,1211,4,1,0,4,4,1,1,15,1,3,82,0,257,122,6,6,2,3,0,0,30,61,0,5568,1, ,1, , , ,13,10,21,0,0,0,0,0,0,0,11, , ,3,1,2,74,0,1,7,0,3,2, , , ,15,17,0,1,4,2,1.221262
257 73,RW4,257,73,1,257,1221262,11,2000,1211,2,0,1,2,2,0,1,15,1,41,82,0,257,122,6,6,2,3,1,1230379,30,61,0,5568,0, ,0, , , ,41,10,31,0,0,0,0,0,0,0,34, , ,1,1,1,37,0, ,7,0, ,2, , , ,15,17,0,1,4,2,1.221262
257 82,RW4,257,82,1,257,1221262,11,2000,1211,6,2,0,6,6,2,1,15,1,28,82,0,257,122,6,6,2,3,0,0,30,61,0,5568,2, ,2, , , ,13,10,22,0,0,0,0,0,0,0,11, , ,3,1,2,32,0,1,7,0,3,2, , , ,7,17,0,1,4,2,1.221262
