HHID,HV000,HV001,HV002,HV003,HV004,HV005,HV006,HV007,HV008,HV009,HV010,HV011,HV012,HV013,HV014,HV015,HV016,HV017,HV018,HV019,HV020,HV021,HV022,HV023,HV024,HV025,HV026,HV027,HV028,HV030,HV031,HV032,HV033,HV035,HV040,HV041,HV042,HV043,HV044,HV201,HV202,HV204,HV205,HV206,HV207,HV208,HV209,HV210,HV211,HV212,HV213,HV214,HV215,HV216,HV217,HV218,HV219,HV220,HV221,HV225,HV226,HV227,HV228,HV234,HV235,HV236,HV237,HV237A,HV237B,HV237C,HV237D,HV237E,HV237F,HV237G,HV237H,HV237I,HV237J,HV237K,HV237X,HV237Z,HV238,HV239,HV240,HV241,HV242,HV243A,HV243B,HV243C,HV243D,HV244,HV245,HV246,HV246A,HV246B,HV246C,HV246D,HV246E,HV246F,HV246G,HV246H,HV246I,HV246J,HV246K,HV247,HV248,HV249,HV250,HV251,HV270,HV271,HML1,HML1A,HML2,SH108AA,SH108BA,SH108BB,SH108BC,SH108BD,SH108BX,SH108C1,SH108C2,SH108E,SHREGION,SHDISTRICT,V126
10927,RW5,109,27,1,109,981360,4,2008,1300,6,1,1,6,6,1,1,6,1,112,6,0,109,10,6,3,1,1,1,981360,1,2,1, , ,1680, ,1, , ,41, ,20,99,0,1,0,0,0,0,0,11, , , ,4,1,2,49,0,9,7,1,1, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,3,-36841,1,1,1,0, , , , , , , , ,6,6,.98136
10928,RW5,109,28,2,109,981360,4,2008,1300,4,1,1,4,4,2,1,6,1,3,6,0,109,10,6,3,1,1,1,981360,1,2,1, , ,1680, ,1, , ,41, ,40,22,0,0,0,0,0,0,0,11, , , ,1,1,2,55,0,0,7,0,3, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,1,-62005,0,0,0,0, , , , , , , , ,6,6,.98136
10929,RW5,109,29,1,109,981360,4,2008,1300,4,1,1,4,3,0,1,5,1,6,6,0,109,10,6,3,1,1,1,981360,1,2,1, , ,1680, ,1, , ,41, ,60,21,0,1,0,0,0,0,0,11, , , ,2,1,1,32,0,0,7,1,2, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,3,-32002,1,1,1,1,1,0,0,0,0,1,0, ,6,6,.98136
10930,RW5,109,30,2,109,981360,4,2008,1300,5,1,1,5,5,2,1,6,1,3,6,0,109,10,6,3,1,1,1,981360,1,2,1, , ,1680, ,1, , ,41, ,60,22,0,0,0,0,0,0,0,11, , , ,1,1,2,53,0,0,7,0, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,1,-62005,0,0,0,1,1,0,0,0,0,5,2, ,6,6,.98136
110 1,RW5,110,1,1,110,449801,4,2008,1300,3,1,0,3,3,2,1,10,1,705,5,0,110,10,6,3,1,1,1,449801,114,904,1, , ,1735, ,1, , ,33, ,40,21,0,1,0,0,0,0,0,11, , , ,2,1,1,36,0,0,7,1,1, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,4,-27532,3,3,1,1,0,0,1,0,0, , , ,6,1,.449801
110 2,RW5,110,2,1,110,449801,4,2008,1300,10,1,5,10,10,0,1,10,1,705,5,0,110,10,6,3,1,1,1,449801,114,904,1, , ,1735, ,1, , ,41, ,10,22,0,1,0,0,0,0,0,11, , , ,4,1,1,51,0,0,7,0, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,2,-50627,0,0,0,0, , , , , , , , ,6,1,.449801
110 3,RW5,110,3,1,110,449801,4,2008,1300,5,0,1,5,5,0,1,10,1,705,5,0,110,10,6,3,1,1,1,449801,114,904,1, , ,1735, ,1, , ,41, ,5,22,0,1,0,0,1,0,0,11, , , ,1,1,2,73,0,0,7,0, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,2,-48740,0,0,0,1,1,0,0,0,0,5,0, ,6,1,.449801
110 4,RW5,110,4,1,110,449801,4,2008,1300,1,0,1,1,1,0,1,11,2,705,5,0,110,10,6,3,1,1,1,449801,114,904,1, , ,1735, ,1, , ,42, ,10,21,0,1,0,0,0,0,0,11, , , ,2,1,1,32,0,0,7,1,1, , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,4,-31091,3,3,2,1,1,0,0,0,0,1,0, ,6,1,.449801
110 5,RW5,110,5,1,110,449801,4,2008,1300,10,1,2,10,10,2,1,10,1,705,5,0,110,10,6,3,1,1,1,449801,114,904,1, , ,1735, ,1, , ,42, ,30,21,0,1,0,0,0,0,0,11, , , ,3,1,2,48,0,0,7,1,0, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,4,-31091,2,2,0,0, , , , , , , , ,6,1,.449801
110 6,RW5,110,6,1,110,449801,4,2008,1300,8,1,0,8,8,3,1,10,1,705,5,0,110,10,6,3,1,1,1,449801,114,904,1, , ,1735, ,1, , ,13, ,60,21,0,0,0,0,0,0,0,11, , , ,3,1,2,50,0,0,7,0, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,4,-30397,0,0,0,1,1,0,0,0,0,7,2, ,6,1,.449801
110 7,RW5,110,7,2,110,449801,4,2008,1300,6,2,3,6,6,0,1,10,1,705,5,0,110,10,6,3,1,1,1,449801,114,904,1, , ,1735, ,1, , ,42, ,20,21,0,0,0,0,0,0,0,11, , , ,4,1,2,56,0,0,7,1, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,3,-42469,2,2,0,1,1,0,0,0,0,6,0, ,6,1,.449801
110 8,RW5,110,8,1,110,449801,4,2008,1300,1,0,1,1,1,0,1,10,1,705,5,0,110,10,6,3,1,1,1,449801,114,904,1, , ,1735, ,1, , ,41, ,25,21,0,1,0,0,0,0,0,11, , , ,4,1,2,65,0,0,7,1, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,3,-32002,1,1,0,1,1,0,0,0,0,1,0, ,6,1,.449801
110 9,RW5,110,9,1,110,449801,4,2008,1300,6,1,1,6,6,1,1,10,1,904,5,0,110,10,6,3,1,1,1,449801,114,904,1, , ,1735, ,1, , ,41, ,60,21,0,0,0,0,0,0,0,11, , , ,1,1,1,35,0,0,7,0,3, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,2,-43380,0,0,0,1,1,0,0,0,0,6,1, ,6,1,.449801
11010,RW5,110,10,1,110,449801,4,2008,1300,10,2,3,10,10,1,1,10,1,904,5,0,110,10,6,3,1,1,1,449801,114,904,1, , ,1735, ,1, , ,42, ,20,21,0,1,0,0,0,0,0,11, , , ,4,1,1,41,0,0,7,1, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,4,-31091,1,1,0,1,1,0,0,0,0,4,1, ,6,1,.449801
11011,RW5,110,11,1,110,449801,4,2008,1300,8,1,1,8,8,3,1,10,1,704,5,0,110,10,6,3,1,1,1,449801,114,904,1, , ,1735, ,1, , ,42, ,20,21,0,1,0,0,0,0,0,11, , , ,4,1,1,43,0,0,7,1,1, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,4,-31091,2,2,1,1,1,0,0,0,0,4,1, ,6,1,.449801
11012,RW5,110,12,2,110,449801,4,2008,1300,2,0,0,2,2,0,1,10,1,904,5,0,110,10,6,3,1,1,1,449801,114,904,1, , ,1735, ,1, , ,41, ,30,22,0,0,0,0,0,0,0,11, , , ,2,1,1,70,0,0,7,0, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,1,-62005,0,0,0,1,1,0,0,0,0,2,0, ,6,1,.449801
11013,RW5,110,13,1,110,449801,4,2008,1300,5,1,0,5,5,1,1,10,1,904,5,0,110,10,6,3,1,1,1,449801,114,904,1, , ,1735, ,1, , ,41, ,15,21,0,0,0,0,0,0,0,11, , , ,2,1,1,21,0,0,7,1,1, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,2,-43380,1,1,1,1,1,0,0,0,0,5,1, ,6,1,.449801
11014,RW5,110,14,2,110,449801,4,2008,1300,4,1,1,4,4,1,1,10,1,904,5,0,110,10,6,3,1,1,1,449801,114,904,1, , ,1735, ,1, , ,41, ,15,21,0,1,0,0,0,0,0,11, , , ,4,1,1,73,0,0,7,0, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,3,-32002,0,0,0,1,1,0,0,0,0,4,1, ,6,1,.449801
11015,RW5,110,15,1,110,449801,4,2008,1300,6,2,0,6,6,1,1,10,1,904,5,0,110,10,6,3,1,1,1,449801,114,904,1, , ,1735, ,1, , ,13, ,10,21,0,0,0,0,0,0,0,11, , , ,4,1,1,49,0,0,7,1,1, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,4,-30397,2,2,2,1,1,0,0,0,0,6,1, ,6,1,.449801
11016,RW5,110,16,1,110,449801,4,2008,1300,1,0,1,1,1,0,1,10,1,904,5,0,110,10,6,3,1,1,1,449801,114,904,1, , ,1735, ,1, , ,13, ,10,22,0,1,0,0,0,0,0,11, , , ,2,1,1,27,0,0,7,1,1, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,3,-37643,2,2,2,1,1,0,0,0,0,1,0, ,6,1,.449801
11017,RW5,110,17,3,110,449801,4,2008,1300,4,2,1,4,4,0,1,10,1,113,5,0,110,10,6,3,1,1,1,449801,114,904,1, , ,1735, ,1, , ,41, ,40,22,0,1,0,0,0,0,0,11, , , ,2,1,1,30,0,0,7,1,1, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,2,-50627,2,2,1,1,1,0,0,0,0,4,0, ,6,1,.449801
11018,RW5,110,18,1,110,449801,4,2008,1300,3,0,3,3,3,0,1,10,1,904,5,0,110,10,6,3,1,1,1,449801,114,904,1, , ,1735, ,1, , ,41, ,30,22,0,1,0,0,0,0,0,11, , , ,3,1,1,52,0,0,7,1,1, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,2,-50627,1,1,1,1,1,0,0,0,0,1,0, ,6,1,.449801
11019,RW5,110,19,2,110,449801,4,2008,1300,6,1,1,6,6,1,1,10,1,904,5,0,110,10,6,3,1,1,1,449801,114,904,1, , ,1735, ,1, , ,13, ,90,21,0,0,0,0,0,0,0,11, , , ,2,1,2,65,0,0,7,0, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,4,-30397,0,0,0,1,1,0,0,0,0,1,0, ,6,1,.449801
11020,RW5,110,20,1,110,449801,4,2008,1300,2,0,2,2,2,0,1,10,1,113,5,0,110,10,6,3,1,1,1,449801,114,904,1, , ,1735, ,1, , ,13, ,30,22,0,1,0,0,0,0,0,11, , , ,4,1,1,28,0,0,7,1, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,3,-37643,1,1,0,0, , , , , , , , ,6,1,.449801
11021,RW5,110,21,1,110,449801,4,2008,1300,4,1,0,4,4,1,1,10,1,113,5,0,110,10,6,3,1,1,1,449801,114,904,1, , ,1735, ,1, , ,23, ,20,21,0,1,0,0,0,0,0,11, , , ,4,1,1,75,0,1,7,0, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,4,-11581,0,0,0,1,1,0,0,0,0,2,0, ,6,1,.449801
11022,RW5,110,22,2,110,449801,4,2008,1300,4,2,1,4,4,0,1,10,1,113,5,0,110,10,6,3,1,1,1,449801,114,904,1, , ,1735, ,1, , ,41, ,30,22,0,0,0,0,0,0,0,11, , , ,2,1,1,26,0,0,7,1, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,1,-62005,3,3,0,1,1,0,0,0,0,4,0, ,6,1,.449801
11023,RW5,110,23,2,110,449801,4,2008,1300,8,3,1,8,8,1,1,10,1,704,5,0,110,10,6,3,1,1,1,449801,114,904,1, , ,1735, ,1, , ,41, ,15,21,0,1,0,0,0,0,0,11, , , ,2,1,1,42,0,0,7,1,1, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,3,-32002,2,2,1,1,1,0,0,0,0,8,1, ,6,1,.449801
11024,RW5,110,24,1,110,449801,4,2008,1300,5,2,1,5,5,0,1,10,1,113,5,0,110,10,6,3,1,1,1,449801,114,904,1, , ,1735, ,1, , ,41, ,60,21,0,1,0,0,0,0,0,11, , , ,2,1,1,66,0,0,7,0, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,3,-32002,0,0,0,1,1,0,0,0,0,5,0, ,6,1,.449801
11025,RW5,110,25,2,110,449801,4,2008,1300,4,1,1,4,4,1,1,11,1,113,5,0,110,10,6,3,1,1,1,449801,114,904,1, , ,1735, ,1, , ,41, ,15,21,0,1,0,0,0,0,0,11, , , ,2,1,1,49,0,0,7,1, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,3,-32002,2,2,0,0, , , , , , , , ,6,1,.449801
11026,RW5,110,26,1,110,449801,4,2008,1300,7,1,1,7,7,3,1,10,1,704,5,0,110,10,6,3,1,1,1,449801,114,904,1, , ,1735, ,1, , ,13, ,90,22,0,0,0,0,0,0,0,11, , , ,1,1,2,64,0,9,7,0, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,3,-35236,0,0,0,1,1,0,0,0,0,2,0, ,6,1,.449801
11027,RW5,110,27,1,110,449801,4,2008,1300,1,0,1,1,1,0,1,10,1,113,5,0,110,10,6,3,1,1,1,449801,114,904,1, , ,1735, ,1, , ,33, ,30,21,0,1,0,0,1,0,0,11, , , ,2,1,1,43,0,0,7,1, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,4,-25646,1,1,0,0, , , , , , , , ,6,1,.449801
11028,RW5,110,28,1,110,449801,4,2008,1300,1,0,1,1,1,0,1,11,2,113,5,0,110,10,6,3,1,1,1,449801,114,904,1, , ,1735, ,1, , ,42, ,30,21,0,1,0,0,0,0,0,11, , , ,2,1,1,42,0,0,7,1,0, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,4,-31091,3,3,0,0, , , , , , , , ,6,1,.449801
11029,RW5,110,29,1,110,449801,4,2008,1300,3,1,0,3,3,2,1,10,1,705,5,0,110,10,6,3,1,1,1,449801,114,904,1, , ,1735, ,1, , ,44, ,30,21,0,0,0,0,0,0,0,11, , , ,2,1,1,48,0,0,7,0, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,3,-42469,0,0,0,0, , , , , , , , ,6,1,.449801
11030,RW5,110,30,2,110,449801,4,2008,1300,4,1,1,4,4,2,1,10,1,113,5,0,110,10,6,3,1,1,1,449801,114,904,1, , ,1735, ,1, , ,23, ,15,22,0,1,0,0,0,0,0,11, , , ,4,1,1,52,0,1,7,0, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,3,-33769,0,0,0,1,1,0,0,0,0,4,2, ,6,1,.449801
111 1,RW5,111,1,1,111,369402,4,2008,1300,7,1,1,7,7,3,1,3,1,132,5,0,111,10,6,3,1,1,1,369402,906,702,2, , ,1601, ,1, , ,44, ,40,21,0,1,0,0,0,0,0,11, , , ,4,1,1,65,0,0,7,0, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,4,-31091,0,0,0,1,1,0,0,0,0,6,2, ,6,1,.369402
111 2,RW5,111,2,1,111,369402,4,2008,1300,5,2,0,5,5,0,1,3,1,132,5,0,111,10,6,3,1,1,1,369402,906,702,2, , ,1601, ,1, , ,42, ,40,21,0,1,0,0,0,0,0,11, , , ,2,1,1,47,0,0,7,1,1, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,4,-31091,3,3,2,1,1,0,0,0,0,4,0, ,6,1,.369402
111 3,RW5,111,3,2,111,369402,4,2008,1300,5,1,1,5,5,1,1,3,1,132,5,0,111,10,6,3,1,1,1,369402,906,702,2, , ,1601, ,1, , ,42, ,20,21,0,1,0,0,0,0,0,11, , , ,2,1,1,60,0,0,7,0, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,4,-31091,0,0,0,1,1,0,0,0,0,5,1, ,6,1,.369402
111 4,RW5,111,4,2,111,369402,4,2008,1300,4,1,2,4,4,1,1,3,1,132,5,0,111,10,6,3,1,1,1,369402,906,702,2, , ,1601, ,1, , ,23, ,70,22,0,0,0,0,0,0,0,34, , , ,1,1,2,58,0,0,7,1, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,5,15350,1,1,0,1,1,0,0,0,0,3,1, ,6,1,.369402
111 5,RW5,111,5,1,111,369402,4,2008,1300,4,1,0,4,4,1,1,3,1,132,5,0,111,10,6,3,1,1,1,369402,906,702,2, , ,1601, ,1, , ,23, ,10,21,0,0,0,0,0,0,0,11, , , ,2,1,1,43,0,0,7,1,2, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,3,-40209,3,3,1,1,1,0,0,0,0,2,0, ,6,1,.369402
111 6,RW5,111,6,2,111,369402,3,2008,1299,3,1,1,3,3,1,1,4,1,132,5,0,111,10,6,3,1,1,1,369402,906,702,2, , ,1601, ,1, , ,13, ,10,22,0,0,0,0,0,0,0,11, , , ,2,1,1,26,0,0,7,1,1, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,2,-49022,1,1,1,1,1,0,0,0,0,3,1, ,6,1,.369402
111 7,RW5,111,7,1,111,369402,4,2008,1300,6,1,1,6,6,1,1,3,1,132,5,0,111,10,6,3,1,1,1,369402,906,702,2, , ,1601, ,1, , ,33, ,40,22,0,1,0,0,0,0,0,11, , , ,3,1,1,23,0,0,7,0, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,2,-46158,0,0,0,1,1,0,0,0,0,4,1, ,6,1,.369402
111 8,RW5,111,8,1,111,369402,4,2008,1300,3,0,3,3,3,0,1,4,1,132,5,0,111,10,6,3,1,1,1,369402,906,702,2, , ,1601, ,1, , ,33, ,30,21,0,0,0,0,0,0,0,11, , , ,2,1,1,80,0,0,7,0, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,3,-38911,0,0,0,0, , , , , , , , ,6,1,.369402
111 9,RW5,111,9,1,111,369402,4,2008,1300,2,0,2,2,2,0,1,3,1,132,5,0,111,10,6,3,1,1,1,369402,906,702,2, , ,1601, ,1, , ,33, ,45,22,0,1,0,0,0,0,0,11, , , ,2,1,2,45,0,0,7,0, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,2,-46158,0,0,0,1,1,0,0,0,0,2,0, ,6,1,.369402
11110,RW5,111,10,1,111,369402,4,2008,1300,4,1,0,4,4,0,1,4,1,132,5,0,111,10,6,3,1,1,1,369402,906,702,2, , ,1601, ,1, , ,41, ,40,22,0,1,0,0,0,0,0,11, , , ,2,1,1,39,0,0,7,1,1, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,2,-50627,1,1,1,0, , , , , , , , ,6,1,.369402
11111,RW5,111,11,2,111,369402,4,2008,1300,4,1,1,4,4,1,1,4,2,801,5,0,111,10,6,3,1,1,1,369402,906,702,2, , ,1601, ,1, , ,23, ,10,21,0,0,0,0,0,0,0,11, , , ,2,1,1,20,0,0,7,0,3, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,3,-40209,0,0,0,1,1,0,0,0,0,4,1, ,6,1,.369402
11112,RW5,111,12,2,111,369402,4,2008,1300,3,2,1,3,3,0,1,3,1,903,5,0,111,10,6,3,1,1,1,369402,906,702,2, , ,1601, ,1, , ,41, ,25,22,0,1,0,0,0,0,0,11, , , ,2,1,2,93,0,0,7,1, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,2,-50627,1,1,0,1,1,0,0,0,0,3,0, ,6,1,.369402
11113,RW5,111,13,1,111,369402,4,2008,1300,8,3,1,8,8,1,1,3,1,801,5,0,111,10,6,3,1,1,1,369402,906,702,2, , ,1601, ,1, , ,23, ,40,21,0,1,0,0,0,0,0,34, , , ,4,1,1,47,0,0,7,0, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,5,45353,0,0,0,1,1,0,0,0,0,2,0, ,6,1,.369402
11114,RW5,111,14,1,111,369402,4,2008,1300,3,1,1,3,3,1,1,3,1,801,5,0,111,10,6,3,1,1,1,369402,906,702,2, , ,1601, ,1, , ,41, ,20,22,0,1,0,0,0,0,0,11, , , ,1,1,1,27,0,1,7,0, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,3,-36941,0,0,0,1,1,0,0,0,0,2,0, ,6,1,.369402
11115,RW5,111,15,1,111,369402,4,2008,1300,1,0,0,1,1,0,1,4,2,801,5,0,111,10,6,3,1,1,1,369402,906,702,2, , ,1601, ,1, , ,33, ,10,22,0,1,0,0,0,0,0,11, , , ,2,1,1,26,0,1,7,1,1, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,3,-32472,1,1,1,1,1,0,0,0,0,1,0, ,6,1,.369402
11116,RW5,111,16,1,111,369402,4,2008,1300,1,0,0,1,1,0,1,3,1,801,5,0,111,10,6,3,1,1,1,369402,906,702,2, , ,1601, ,1, , ,23, ,30,21,0,1,9,0,0,0,0,11, , , ,2,1,1,73,0,0,7,1, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,4,-28830,1,1,0,1,1,0,0,0,0,1,0, ,6,1,.369402
11117,RW5,111,17,3,111,369402,4,2008,1300,4,3,1,4,4,0,1,3,1,801,5,0,111,10,6,3,1,1,1,369402,906,702,2, , ,1601, ,1, , ,23, ,20,21,0,1,0,0,0,0,0,11, , , ,2,1,1,30,0,0,7,1,1, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,4,-28830,1,1,1,1,1,0,0,0,0,2,0, ,6,1,.369402
11118,RW5,111,18,1,111,369402,4,2008,1300,1,0,1,1,1,0,1,4,1,801,5,0,111,10,6,3,1,1,1,369402,906,702,2, , ,1601, ,1, , ,23, ,20,21,0,0,0,0,0,0,0,11, , , ,4,1,1,64,0,0,7,1, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,3,-40209,1,1,0,1,1,0,0,0,0,1,0, ,6,1,.369402
11119,RW5,111,19,2,111,369402,4,2008,1300,3,1,1,3,3,1,1,3,1,801,5,0,111,10,6,3,1,1,1,369402,906,702,2, , ,1601, ,1, , ,33, ,30,21,0,1,0,0,0,0,0,34, , , ,4,1,1,44,0,0,7,1, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,5,46651,2,2,0,1,1,0,0,0,0,3,1, ,6,1,.369402
11120,RW5,111,20,1,111,369402,4,2008,1300,4,2,1,4,4,0,1,4,2,801,5,0,111,10,6,3,1,1,1,369402,906,702,2, , ,1601, ,1, , ,44, ,15,22,0,0,0,0,0,0,0,11, , , ,1,1,1,70,0,0,7,0, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,1,-61094,0,0,0,1,1,0,0,0,0,4,0, ,6,1,.369402
11121,RW5,111,21,2,111,369402,4,2008,1300,6,1,1,6,6,3,1,4,1,903,5,0,111,10,6,3,1,1,1,369402,906,702,2, , ,1601, ,1, , ,44, ,30,22,0,0,0,0,0,0,0,11, , , ,1,1,2,67,0,0,7,0, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,1,-61094,0,0,0,1,1,0,0,0,0,6,3, ,6,1,.369402
11122,RW5,111,22,2,111,369402,4,2008,1300,9,2,3,9,9,2,1,3,1,903,5,0,111,10,6,3,1,1,1,369402,906,702,2, , ,1601, ,1, , ,42, ,10,21,0,0,0,0,0,0,0,11, , , ,1,1,2,45,0,1,7,1, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,4,-25220,1,1,0,1,1,0,0,0,0,1,0, ,6,1,.369402
11123,RW5,111,23,1,111,369402,4,2008,1300,7,1,1,7,7,2,1,3,1,903,5,0,111,10,6,3,1,1,1,369402,906,702,2, , ,1601, ,1, , ,33, ,20,21,0,1,0,0,0,0,0,11, , , ,2,1,1,26,0,0,7,1,1, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,4,-27532,1,1,2,0, , , , , , , , ,6,1,.369402
11124,RW5,111,24,1,111,369402,4,2008,1300,1,0,1,1,1,0,1,4,1,903,5,0,111,10,6,3,1,1,1,369402,906,702,2, , ,1601, ,1, , ,23, ,30,22,0,1,0,0,0,0,0,11, , , ,2,1,1,33,0,0,7,1,1, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,2,-47455,1,1,1,1,1,0,0,0,0,1,0, ,6,1,.369402
11125,RW5,111,25,2,111,369402,4,2008,1300,4,1,1,4,4,2,1,3,1,903,5,0,111,10,6,3,1,1,1,369402,906,702,2, , ,1601, ,1, , ,33, ,30,22,0,0,0,0,0,0,0,11, , , ,1,1,2,38,0,0,7,0, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,1,-57536,0,0,0,1,0,0,0,0,1, , , ,6,1,.369402
11126,RW5,111,26,3,111,369402,4,2008,1300,3,1,1,3,3,0,1,3,1,903,5,0,111,10,6,3,1,1,1,369402,906,702,2, , ,1601, ,1, , ,42, ,25,22,0,0,0,0,0,0,0,11, , , ,2,1,2,56,0,0,7,0, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,1,-61094,0,0,0,1,1,0,0,0,0,3,0, ,6,1,.369402
11127,RW5,111,27,2,111,369402,4,2008,1300,4,0,2,4,4,0,1,3,1,903,5,0,111,10,6,3,1,1,1,369402,906,702,2, , ,1601, ,1, , ,42, ,10,21,0,1,0,0,0,0,0,11, , , ,4,1,1,47,0,0,7,1,1, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,4,-31091,1,1,1,1,1,0,0,0,0,2,0, ,6,1,.369402
11128,RW5,111,28,1,111,369402,4,2008,1300,2,0,0,2,2,0,1,3,1,903,5,0,111,10,6,3,1,1,1,369402,906,702,2, , ,1601, ,1, , ,42, ,5,21,0,1,0,0,0,0,0,11, , , ,2,1,1,66,0,0,7,1, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , ,4,-31091,1,1,0,1,1,0,0,0,0,2,0, ,6,1,.369402
