HHID,PID,HV101,HV102,HV103,HV104,HV105,HV106,HV107,HV108,HV109,HV110,HV111,HV112,HV113,HV114,HV115,HV116,HV117,HV118,SH9A,SH11,SH12
612 60,1,1,1,1,2,75,0, ,0,0,0, , , , , , ,0,0, ,0,0
612 60,2,5,1,1,2,14,1,6,6,1,1,1, ,1, , , ,0,0,2,1,1
612 63,1,1,1,1,1,51,0, ,0,0,0, , , , , , ,0,1, ,0,1
612 63,2,2,1,1,2,36,1,3,3,1,0, , , , , , ,1,0,1,1,1
612 63,3,3,1,1,1,15,0, ,0,0,0, , , , , , ,0,0, ,1,1
612 63,4,12,1,1,2,15,0, ,0,0,0, , , , , , ,1,0, ,1,1
612 63,5,3,1,1,1,13,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
612 63,6,12,1,1,2,13,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
612 63,7,3,1,1,2,10,1,3,3,1,1,1, ,1, , , ,0,0,1,1,1
612 63,8,3,1,1,2,8,1,1,1,1,1,1, ,1, , , ,0,0,1,1,1
612 63,9,3,1,1,1,7,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
612 63,10,3,1,1,2,5,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
612 63,11,3,1,1,2,2,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
612 65,1,1,1,0,1,37,1,3,3,1,0, , , , , , ,0,0,1,0,1
612 65,2,2,1,1,2,34,1,2,2,1,0, , , , , , ,1,0,1,1,0
612 65,3,3,1,1,2,12,1,4,4,1,1,1, ,1, , , ,0,0,1,1,1
612 65,4,3,1,1,2,7,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
612 65,5,3,1,1,2,4,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
612 65,6,3,1,1,1,1,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
612 68,1,1,1,0,1,24,1,8,8,2,0, , , , , , ,0,0,2,1,1
612 68,2,2,1,1,2,24,0, ,0,0,0, , , , , , ,1,0, ,1,1
612 68,3,3,1,1,1,2,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
612 70,1,1,1,1,1,27,2,3,11,3,0, , , , , , ,0,0,4,1,1
612 70,2,2,1,1,2,21,1,4,4,1,1, , , , , , ,1,0,1,1,0
612 72,1,1,1,1,1,35,1,5,5,1,0, , , , , , ,0,0,1,1,1
612 72,2,2,1,1,2,35,1,2,2,1,0, , , , , , ,1,0,1,1,1
612 72,3,3,1,1,2,9,1,2,2,1,1,1, ,1, , , ,0,0,1,1,1
612 72,4,3,1,1,2,5,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
612 72,5,3,1,1,1,1,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
612 72,6,3,1,1,1,0,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
613 51,1,1,1,1,1,44,0, ,0,0,0, , , , , , ,0,0, ,1,0
613 51,2,2,1,1,2,40,0, ,0,0,0, , , , , , ,1,0, ,1,1
613 51,3,3,1,1,2,12,1,1,1,1,0,1, ,1, , , ,0,0,1,1,1
613 51,4,3,1,1,2,9,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
613 51,5,3,1,1,1,6,9, ,99,9,0,1, ,1, , , ,0,0, ,1,1
613 51,6,3,1,1,1,4,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
613 51,7,3,1,1,2,1,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
613 52,1,1,1,1,1,40,0, ,0,0,0, , , , , , ,0,0, ,1,0
613 52,2,2,1,1,2,37,1,5,5,1,0, , , , , , ,1,0,1,0,1
613 52,3,3,1,1,2,14,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
613 52,4,3,1,1,2,12,1,1,1,1,0,1, ,1, , , ,0,0,1,1,1
613 52,5,3,1,1,2,9,1,1,1,1,0,1, ,1, , , ,0,0,1,1,1
613 52,6,3,1,1,2,8,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
613 52,7,3,1,1,2,3,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
613 53,1,1,1,1,1,32,0, ,0,0,0, , , , , , ,0,1, ,0,0
613 53,2,2,1,1,2,29,1,4,4,1,0, , , , , , ,1,0,1,1,1
613 53,3,12,1,1,2,11,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
613 53,4,3,1,1,1,2,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
613 53,5,3,1,1,1,0,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
613 55,1,1,1,1,1,23,1,5,5,1,0, , , , , , ,0,0,1,1,1
613 55,2,2,1,1,2,23,1,8,8,2,0, , , , , , ,1,0,2,1,1
613 56,1,1,1,1,1,38,2,3,11,3,0, , , , , , ,0,0,4,0,0
613 58,1,1,1,1,2,28,1,6,6,1,0, , , , , , ,1,0,2,1,1
613 58,2,3,1,1,1,8,1,1,1,1,1,1, ,0, , , ,0,0,1,1,0
613 58,3,3,1,1,1,5,0, ,0,0,0,1, ,0, , , ,0,0, ,1,0
613 58,4,3,1,1,2,2,0, ,0,0,0,1, ,0, , , ,0,0, ,1,0
613 59,1,1,1,1,2,67,0, ,0,0,0, , , , , , ,0,0, ,0,0
613 59,2,10,1,1,2,13,1,5,5,1,0,1, ,1, , , ,0,0,1,1,1
613 59,3,10,0,1,2,13,0, ,0,0,0,1, ,0, , , ,0,0, ,1,0
613 60,1,1,1,1,1,35,1,5,5,1,0, , , , , , ,0,1,1,0,0
613 60,2,2,1,1,2,28,1,2,2,1,0, , , , , , ,1,0,1,1,1
613 60,3,3,1,1,1,2,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
613 60,4,3,1,1,1,5,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
613 62,1,1,1,1,1,38,1,2,2,1,0, , , , , , ,0,0,1,0,1
613 62,2,2,1,1,2,29,0, ,0,0,0, , , , , , ,1,0, ,1,1
613 62,3,3,1,1,1,6,9, ,99,9,0,1, ,1, , , ,0,0, ,1,1
613 63,1,1,1,1,1,28,1,6,6,1,0, , , , , , ,0,0,2,1,1
613 63,2,2,1,1,2,26,1,8,8,2,0, , , , , , ,1,0,2,1,1
613 63,3,3,1,1,1,4,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
613 63,4,3,1,1,1,2,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
613 64,1,1,1,0,1,52,1,1,1,1,0, , , , , , ,0,0,1,0,0
613 64,2,2,1,1,2,47,1,3,3,1,0, , , , , , ,1,0,1,0,1
613 64,3,3,1,1,2,21,1,4,4,1,0, , , , , , ,1,0,1,1,1
613 64,4,3,1,1,1,14,1,4,4,1,0,1, ,1, , , ,0,0,1,1,1
613 64,5,3,1,0,2,12,1,3,3,1,0,1, ,1, , , ,0,0,1,1,1
613 64,6,3,1,1,2,10,1,1,1,1,0,1, ,1, , , ,0,0,1,1,1
613 64,7,3,1,1,1,5,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
613 66,1,1,1,1,2,76,0, ,0,0,0, , , , , , ,0,0, ,0,0
613 66,2,5,1,1,2,19,2,3,11,3,0, , , , , , ,1,0,4,1,1
613 67,1,1,1,1,1,24,1,8,8,2,0, , , , , , ,0,1,2,1,1
613 67,2,2,1,1,2,26,1,4,4,1,0, , , , , , ,1,0,1,0,1
613 67,3,3,1,1,1,0,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
613 68,1,1,1,1,1,32,0, ,0,0,0, , , , , , ,0,0, ,0,0
613 68,2,2,1,1,2,27,1,8,8,2,0, , , , , , ,1,0,2,1,0
613 68,3,3,1,1,2,3,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
613 70,1,1,1,1,1,44,1,1,1,1,0, , , , , , ,0,0,1,0,1
613 70,2,2,1,1,2,43,0, ,0,0,0, , , , , , ,1,0, ,0,1
613 71,1,1,1,1,1,30,1,6,6,1,0, , , , , , ,0,0,2,1,1
613 71,2,2,1,1,2,26,1,4,4,1,0, , , , , , ,1,0,1,0,1
613 71,3,3,1,1,1,4,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
613 71,4,3,1,1,1,2,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
613 72,1,1,1,1,1,39,0, ,0,0,0, , , , , , ,0,0, ,0,1
613 72,2,2,1,1,2,34,0, ,0,0,0, , , , , , ,1,0, ,0,0
613 72,3,3,1,1,1,9,1,1,1,1,9,1, ,1, , , ,0,0,1,1,1
613 72,4,3,1,1,1,4,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
613 72,5,3,1,1,2,2,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
613 74,1,1,1,1,1,44,1,6,6,1,0, , , , , , ,0,1,1,1,0
613 74,2,2,1,1,2,36,0, ,0,0,0, , , , , , ,1,0, ,0,0
613 74,3,12,1,1,2,16,1,7,7,1,0, , , , , , ,1,0,1,1,1
613 74,4,3,1,1,1,10,1,3,3,1,1,1, ,1, , , ,0,0,1,1,1
613 74,5,3,1,1,2,7,1,1,1,1,1,1, ,1, , , ,0,0,1,1,1
613 74,6,3,1,1,2,5,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
613 74,7,3,1,1,2,1,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
613 75,1,1,1,1,2,37,1,0,0,1,0, , , , , , ,1,0,1,1,8
613 75,2,3,1,1,1,18,1,5,5,1,0, , , , , , ,0,0,1,1,1
613 75,3,3,1,1,2,16,0, ,0,0,0, , , , , , ,1,0, ,1,1
613 75,4,3,1,1,1,11,1,4,4,1,0,1, ,1, , , ,0,0,1,1,1
613 75,5,3,1,1,1,7,1,1,1,1,1,1, ,1, , , ,0,0,1,1,1
613 75,6,3,1,1,2,4,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
613 75,7,2,1,1,1,44,1,6,6,1,0, , , , , , ,0,0,1,1,0
613 76,1,1,1,1,1,60,1,3,3,1,0, , , , , , ,0,0,1,0,1
613 76,2,2,1,1,2,44,1,0,0,1,0, , , , , , ,1,0,1,1,1
613 76,3,3,1,1,2,12,1,2,2,1,0,1, ,1, , , ,0,0,1,1,1
613 76,4,3,1,1,1,10,1,2,2,1,1,1, ,1, , , ,0,0,1,1,1
613 76,5,3,1,1,1,9,1,1,1,1,1,1, ,1, , , ,0,0,1,1,1
613 76,6,3,1,1,2,0,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
613 78,1,1,1,1,2,70,0, ,0,0,0, , , , , , ,0,0, ,0,0
613 78,2,5,1,1,2,23,1,8,8,2,9, , , , , , ,1,0,2,1,8
613 78,3,5,1,1,2,20,1,8,8,2,0, , , , , , ,1,0,2,0,1
613 78,4,5,1,1,2,11,1,2,2,1,1,0, ,1, , , ,0,0,1,0,1
613 79,1,1,1,1,1,39,1,3,3,1,0, , , , , , ,0,0,1,0,1
613 79,2,2,1,1,2,31,0, ,0,0,0, , , , , , ,1,0, ,1,1
613 79,3,3,1,1,2,8,1,1,1,1,9,1, ,1, , , ,0,0,1,1,1
613 79,4,3,1,1,1,6,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
613 79,5,3,1,1,1,4,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
613 79,6,3,1,1,2,4,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
613 79,7,3,1,1,1,0,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
613 80,1,1,1,1,1,66,0, ,0,0,0, , , , , , ,0,1, ,0,0
613 80,2,2,1,1,2,22,0, ,0,0,0, , , , , , ,1,0, ,1,1
613 80,3,3,1,1,1,1,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
613 82,1,1,1,1,1,24,1,6,6,1,0, , , , , , ,0,0,2,1,0
613 82,2,2,1,1,2,22,1,5,5,1,0, , , , , , ,1,0,1,1,1
613 82,3,3,1,1,2,0,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
613 84,1,1,1,0,1,41,1,6,6,1,0, , , , , , ,0,0,2,1,1
613 84,2,2,1,1,2,40,1,6,6,1,0, , , , , , ,1,0,2,1,1
613 84,3,3,1,1,1,13,1,7,7,1,0,1, ,1, , , ,0,0,2,1,1
613 84,4,3,1,1,2,11,1,5,5,1,1,1, ,1, , , ,0,0,1,1,1
613 84,5,3,1,1,1,10,1,3,3,1,1,1, ,1, , , ,0,0,1,1,1
613 84,6,3,1,1,1,8,1,1,1,1,1,1, ,1, , , ,0,0,1,1,1
613 84,7,3,1,1,2,6,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
613 84,8,3,1,1,2,4,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
613 84,9,3,1,1,1,2,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
613 84,10,3,1,1,2,0,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
613 86,1,1,1,1,1,56,0, ,0,0,0, , , , , , ,0,0, ,0,0
613 86,2,2,1,1,2,54,0, ,0,0,0, , , , , , ,0,0, ,0,0
613 86,3,3,1,1,1,14,1,6,6,1,1,1, ,1, , , ,0,0,2,1,1
613 86,4,3,1,1,1,11,1,3,3,1,1,1, ,1, , , ,0,0,1,1,1
613 86,5,3,1,1,1,7,1,0,0,1,1,1, ,1, , , ,0,0,1,1,1
613 87,1,1,1,1,1,38,1,6,6,1,0, , , , , , ,0,0,2,1,1
613 87,2,2,1,1,2,32,1,5,5,1,0, , , , , , ,1,0,1,1,1
613 87,3,3,1,1,2,12,1,4,4,1,1,1, ,1, , , ,0,0,1,1,1
613 87,4,3,1,1,2,10,1,3,3,1,1,1, ,1, , , ,0,0,1,1,1
613 87,5,3,1,1,1,7,1,0,0,1,1,1, ,1, , , ,0,0,1,1,1
613 87,6,3,1,1,2,1,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
613 88,1,1,1,1,1,87,0, ,0,0,0, , , , , , ,0,0, ,0,0
613 88,2,5,1,1,1,23,0, ,0,0,0, , , , , , ,0,0, ,1,1
613 90,1,1,1,1,1,34,1,6,6,1,0, , , , , , ,0,0,2,1,1
613 90,2,2,1,1,2,32,0, ,0,0,0, , , , , , ,1,0, ,0,1
613 90,3,3,1,1,1,11,1,0,0,1,0,1, ,1, , , ,0,0,1,1,1
613 90,4,3,1,1,1,9,1,0,0,1,0,1, ,1, , , ,0,0,1,1,1
613 90,5,3,1,1,1,6,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
613 90,6,3,1,1,1,4,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
613 90,7,3,1,1,1,0,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
613 91,1,1,1,1,1,74,1,0,0,1,0, , , , , , ,0,0,1,0,0
613 91,2,2,1,1,2,40,0, ,0,0,0, , , , , , ,1,0, ,1,1
613 91,3,3,1,1,1,9,1,0,0,1,0,1, ,1, , , ,0,0,1,1,1
613 91,4,3,1,1,1,8,1,0,0,1,0,1, ,1, , , ,0,0,1,1,1
613 91,5,3,1,1,2,11,1,1,1,1,0,1, ,1, , , ,0,0,1,1,1
613 91,6,3,1,1,2,13,1,3,3,1,0,1, ,1, , , ,0,0,1,1,1
613 92,1,1,1,1,1,30,1,3,3,1,0, , , , , , ,0,0,1,1,1
613 92,2,2,1,1,2,28,1,6,6,1,0, , , , , , ,1,0,2,1,1
613 92,3,3,1,1,1,7,1,0,0,1,1,1, ,1, , , ,0,0,1,1,1
613 92,4,3,1,1,2,6,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
613 92,5,3,1,1,2,2,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
613 94,1,1,1,1,2,78,0, ,0,0,0, , , , , , ,0,0, ,0,0
613 94,2,5,1,1,2,12,1,7,7,1,1,1, ,1, , , ,0,0,1,1,1
613 95,1,1,1,1,1,24,1,8,8,2,0, , , , , , ,0,1,1,1,0
613 95,2,2,1,1,2,19,1,5,5,1,0, , , , , , ,1,0,1,1,1
613 95,3,3,1,1,2,0,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
613 96,1,1,1,1,2,50,0, ,0,0,0, , , , , , ,0,0, ,0,0
613 96,2,8,1,1,1,5,0, ,0,0,0,0, ,0, , , ,0,0, ,0,0
613 98,1,1,1,1,1,42,1,2,2,1,0, , , , , , ,0,0,1,0,0
613 98,2,2,1,1,2,32,1,1,1,1,0, , , , , , ,1,0,1,1,0
613 98,3,3,1,1,2,11,1,2,2,1,1,0, ,1, , , ,0,0,1,0,1
613 98,4,3,1,1,2,8,1,1,1,1,1,0, ,1, , , ,0,0,1,0,1
613 98,5,12,0,1,1,3,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
613 99,1,1,1,1,1,35,1,6,6,1,0, , , , , , ,0,0,1,1,1
613 99,2,2,1,1,2,28,1,6,6,1,0, , , , , , ,1,0,1,1,0
613 99,3,3,1,1,1,5,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
613 99,4,3,1,1,2,3,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
613100,1,1,1,1,1,36,8, ,98,8,0, , , , , , ,0,0, ,1,0
613100,2,2,1,1,2,30,0, ,0,0,0, , , , , , ,1,0, ,1,1
613100,3,3,1,1,2,0,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
614  1,1,1,1,1,1,24,1,8,8,2,0, , , , , , ,0,0,2,1,1
614  1,2,12,1,1,1,21,0, ,0,0,0, , , , , , ,0,0, ,1,1
614  1,3,10,0,1,1,18,1,6,6,1,0, , , , , , ,0,0,1,1,1
614  2,1,1,1,1,1,33,0, ,0,0,0, , , , , , ,0,0, ,1,1
614  4,1,1,1,1,2,30,1,6,6,1,0, , , , , , ,1,0,2,1,1
614  4,2,3,1,1,2,9,1,3,3,1,1,1, ,1, , , ,0,0,1,1,1
614  4,3,3,1,1,2,2,0, ,0,0,0,1, ,0, , , ,0,0, ,1,0
614  6,1,1,1,1,1,24,1,8,8,2,0, , , , , , ,0,0,2,1,1
614  6,2,8,1,1,1,22,1,4,4,1,0, , , , , , ,0,0,1,1,1
614  7,1,1,1,1,1,37,1,6,6,1,0, , , , , , ,0,0,2,1,0
614  7,2,12,1,1,1,20,1,8,8,2,0, , , , , , ,0,0,2,1,1
614  9,1,1,1,0,1,30,1,6,6,1,0, , , , , , ,0,0,2,1,1
614  9,2,2,1,1,2,26,1,7,7,1,0, , , , , , ,1,0,1,0,1
614  9,3,3,1,1,1,5,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
614  9,4,3,1,1,2,2,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
614  9,5,3,1,1,2,0,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
614 10,1,1,1,1,1,52,0, ,0,0,0, , , , , , ,0,0, ,0,0
614 10,2,2,1,1,2,52,0, ,0,0,0, , , , , , ,0,0, ,0,0
614 10,3,3,1,1,1,15,1,3,3,1,0, , , , , , ,0,0,1,1,1
614 10,4,3,1,1,2,13,1,3,3,1,0,1, ,1, , , ,0,0,1,1,1
614 10,5,3,1,1,2,12,1,4,4,1,0,1, ,1, , , ,0,0,1,1,1
614 12,1,1,1,1,2,35,0, ,0,0,0, , , , , , ,1,0, ,0,0
614 12,2,3,1,1,2,11,1,5,5,1,1,1, ,0, , , ,0,0,1,1,0
614 12,3,3,1,1,1,8,1,2,2,1,1,1, ,0, , , ,0,0,1,1,0
614 12,4,3,1,1,2,3,0, ,0,0,0,1, ,0, , , ,0,0, ,1,0
614 12,5,11,1,1,1,5,0, ,0,0,0,0, ,1, , , ,0,0, ,0,1
614 13,1,1,1,1,1,45,1,2,2,1,0, , , , , , ,0,0,1,0,0
614 13,2,2,1,1,2,36,1,0,0,1,0, , , , , , ,1,0,1,1,1
614 13,3,3,1,1,2,15,1,5,5,1,0, , , , , , ,1,0,1,1,1
614 13,4,3,1,0,1,11,1,2,2,1,1,1, ,1, , , ,0,0,1,1,1
614 13,5,3,1,0,1,8,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
614 13,6,3,1,1,1,0,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
614 15,1,1,1,1,1,29,1,3,3,1,0, , , , , , ,0,1,1,1,0
614 15,2,2,1,1,2,28,1,3,3,1,0, , , , , , ,1,0,1,1,1
614 15,3,3,1,1,1,6,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
614 15,4,3,1,1,2,2,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
614 17,1,1,1,1,1,43,1,6,6,1,0, , , , , , ,0,0,2,1,0
614 17,2,2,1,1,2,40,1,3,3,1,0, , , , , , ,1,0,1,1,1
614 17,3,3,1,1,2,16,1,8,8,2,0, , , , , , ,1,0,2,1,1
614 17,4,3,1,1,1,13,1,6,6,1,1,1, ,1, , , ,0,0,2,1,1
614 17,5,3,1,1,2,10,1,3,3,1,1,1, ,1, , , ,0,0,1,1,1
614 17,6,3,1,1,2,9,1,3,3,1,1,1, ,1, , , ,0,0,1,1,1
614 18,1,1,1,1,1,49,1,0,0,1,0, , , , , , ,0,0,1,1,0
614 18,2,2,1,1,2,26,0, ,0,0,0, , , , , , ,1,0, ,1,1
614 18,3,3,1,1,2,6,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
614 18,4,3,1,1,1,4,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
614 18,5,3,1,1,2,1,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
614 20,1,1,1,1,1,39,0, ,0,0,0, , , , , , ,0,0, ,0,0
614 20,2,2,1,1,2,40,0, ,0,0,0, , , , , , ,1,0, ,0,0
614 20,3,3,1,1,2,21,1,8,8,2,0, , , , , , ,1,0,2,1,1
614 20,4,3,1,1,2,17,1,3,3,1,0, , , , , , ,1,0,1,1,1
614 20,5,3,1,1,1,15,1,3,3,1,0, , , , , , ,0,0,1,1,1
614 20,6,3,1,1,2,14,1,6,6,1,0,1, ,1, , , ,0,0,1,1,1
614 20,7,3,1,1,1,11,1,3,3,1,1,1, ,1, , , ,0,0,1,1,1
614 20,8,3,1,1,2,10,1,2,2,1,1,1, ,1, , , ,0,0,1,1,1
614 20,9,3,1,1,2,8,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
614 20,10,3,1,1,2,5,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
614 20,11,3,1,1,1,3,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
614 21,1,1,1,0,1,66,0, ,0,0,0, , , , , , ,0,0, ,0,0
614 21,2,2,1,1,2,66,0, ,0,0,0, , , , , , ,0,0, ,0,0
614 21,3,3,1,1,1,25,2,3,11,3,0, , , , , , ,0,0,4,1,1
614 21,4,3,1,1,1,22,2,6,14,4,0, , , , , , ,0,0,6,1,1
614 21,5,3,1,1,2,19,1,8,8,2,0, , , , , , ,1,0,2,1,1
614 21,6,3,1,1,1,11,1,5,5,1,0,0, ,1, , , ,0,0,1,0,1
614 21,7,12,1,1,1,16,1,5,5,1,0, , , , , , ,0,0,1,0,1
614 21,8,12,1,1,1,15,0, ,0,0,0, , , , , , ,0,0, ,0,1
614 21,9,5,0,1,1,8,1,1,1,1,1,1, ,1, , , ,0,0,1,1,1
614 21,10,12,1,1,1,98,2,3,11,3,0, , , , , , ,0,0,4,0,0
614 23,1,1,1,1,1,54,0, ,0,0,0, , , , , , ,0,0, ,1,0
614 23,2,2,1,1,2,52,0, ,0,0,0, , , , , , ,0,0, ,0,0
614 23,3,3,1,1,2,21,0, ,0,0,0, , , , , , ,1,0, ,1,1
614 23,4,3,1,1,2,15,1,7,7,1,0, , , , , , ,1,0,2,1,1
614 23,5,3,1,1,2,12,1,5,5,1,1,1, ,1, , , ,0,0,1,1,1
614 23,6,3,1,1,1,8,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
614 23,7,3,1,1,2,7,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
614 23,8,3,1,1,1,4,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
614 23,9,5,1,1,1,1,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
614 24,1,1,1,1,1,27,1,8,8,2,0, , , , , , ,0,0,2,1,0
614 24,2,2,1,1,2,23,1,6,6,1,0, , , , , , ,1,0,1,0,1
614 24,3,3,1,1,1,2,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
614 24,4,3,1,1,2,0,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
614 26,1,1,1,1,1,68,1,4,4,1,0, , , , , , ,0,0,1,0,0
614 26,2,2,1,1,2,59,0, ,0,0,0, , , , , , ,0,0, ,0,0
614 26,3,3,1,1,1,19,0, ,0,0,0, , , , , , ,0,0, ,1,1
614 26,4,5,0,1,1,21,1,4,4,1,0, , , , , , ,0,0,1,1,1
614 26,5,5,1,1,2,12,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
614 28,1,1,1,1,1,70,0, ,0,0,0, , , , , , ,0,0, ,0,0
614 28,2,2,1,1,2,61,0, ,0,0,0, , , , , , ,0,0, ,0,0
614 28,3,3,1,1,2,33,1,5,5,1,0, , , , , , ,1,0,1,1,1
614 28,4,3,1,1,1,16,1,1,1,1,0, , , , , , ,0,0,1,1,1
614 28,5,3,1,1,1,18,0, ,0,0,0, , , , , , ,0,0, ,1,1
614 28,6,5,1,1,1,13,1,5,5,1,1,1, ,0, , , ,0,0,1,1,0
614 28,7,5,1,1,2,11,0, ,0,0,0,0, ,1, , , ,0,0, ,0,1
614 28,8,5,1,1,1,10,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
614 28,9,5,1,1,2,8,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
614 28,10,5,1,1,1,2,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
614 29,1,1,1,1,1,23,1,0,0,1,9, , , , , , ,0,0,1,1,1
614 29,2,2,1,1,2,19,0, ,0,0,0, , , , , , ,1,0, ,1,0
614 29,3,3,1,1,1,0,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
614 31,1,1,1,1,2,51,0, ,0,0,0, , , , , , ,0,0, ,0,0
614 31,2,12,0,1,2,19,1,2,2,1,0, , , , , , ,1,0,1,1,1
614 31,3,10,1,1,1,17,1,3,3,1,0, , , , , , ,0,0,1,0,1
614 31,4,10,1,1,1,11,1,3,3,1,1,1, ,1, , , ,0,0,1,1,1
614 31,5,10,1,1,2,11,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
614 32,1,1,1,1,1,64,0, ,0,0,0, , , , , , ,0,0, ,1,0
614 32,2,2,1,1,2,56,0, ,0,0,0, , , , , , ,0,0, ,0,0
614 32,3,3,1,1,2,22,0, ,0,0,0, , , , , , ,1,0, ,1,1
614 32,4,5,1,1,2,1,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
614 32,5,3,1,1,1,20,1,3,3,1,0, , , , , , ,0,0,1,1,1
614 32,6,3,1,1,1,17,0, ,0,0,0, , , , , , ,0,0, ,1,1
614 32,7,3,1,1,1,12,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
614 34,1,1,1,1,1,56,1,6,6,1,0, , , , , , ,0,0,2,0,0
614 34,2,3,0,1,1,26,1,5,5,1,0, , , , , , ,0,0,1,0,1
614 34,3,3,1,1,2,23,0, ,0,0,0, , , , , , ,1,0, ,0,1
614 34,4,3,1,1,1,18,0, ,0,0,0, , , , , , ,0,0, ,0,1
614 34,5,3,1,1,1,17,0, ,0,0,0, , , , , , ,0,0, ,0,1
614 34,6,3,1,1,2,15,0, ,0,0,0, , , , , , ,1,0, ,0,1
614 34,7,10,1,1,2,6,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
614 34,8,12,1,1,2,4,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
