HHID,PID,HV101,HV102,HV103,HV104,HV105,HV106,HV107,HV108,HV109,HV110,HV111,HV112,HV113,HV114,HV115,HV116,HV117,HV118,SH9A,SH11,SH12
2 53,3,3,1,1,1,13,1,6,6,1,1,1, ,1, , , ,0,0,1,1,1
2 53,4,3,1,1,2,8,1,0,0,1,1,1, ,1, , , ,0,0,1,1,1
2 53,5,2,1,1,2,68,1,0,0,1,0, , , , , , ,0,0,1,0,1
2 58,1,1,1,1,1,36,2,7,15,3,0, , , , , , ,0,0,6,1,1
2 58,2,2,1,1,2,33,2,5,13,3,0, , , , , , ,1,0,6,1,1
2 58,3,3,1,1,1,12,1,4,4,1,1,1, ,1, , , ,0,0,1,1,1
2 58,4,3,1,1,1,11,1,3,3,1,1,1, ,1, , , ,0,0,1,1,1
2 58,5,3,1,1,1,8,1,1,1,1,1,1, ,1, , , ,0,0,1,1,1
2 58,6,3,1,1,1,6,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
2 58,7,3,1,0,2,4,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
2 58,8,12,1,1,1,15,0, ,0,0,0, , , , , , ,0,0, ,1,1
2 58,9,12,1,1,2,10,1,2,2,1,0,1, ,1, , , ,0,0,1,1,1
2 58,10,6,1,1,1,65,1,6,6,1,0, , , , , , ,0,0,2,0,0
2 58,11,6,1,1,2,61,0, ,0,0,0, , , , , , ,0,0, ,0,0
2 58,12,8,1,0,2,14,1,6,6,1,1,1, ,1, , , ,0,0,1,1,1
2 58,13,8,1,1,2,12,1,4,4,1,1,1, ,1, , , ,0,0,1,1,1
2 58,14,12,1,1,1,18,0, ,0,0,0, , , , , , ,0,0, ,1,1
2 58,15,12,1,1,1,18,1,8,8,2,0, , , , , , ,0,0,2,1,1
2 58,16,12,1,1,1,17,0, ,0,0,0, , , , , , ,0,0, ,1,1
2 58,17,10,1,1,2,27,2,3,11,3,0, , , , , , ,1,0,4,1,0
2 58,18,12,1,1,1,18,1,3,3,1,0, , , , , , ,0,0,1,1,0
2 60,1,1,1,1,1,27,1,8,8,2,0, , , , , , ,0,0,2,0,1
2 60,2,2,1,1,2,26,1,4,4,1,0, , , , , , ,1,0,1,1,1
2 60,3,3,1,1,2,5,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
2 60,4,3,1,1,1,3,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
2 60,5,3,1,1,2,1,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
2 60,6,10,1,1,1,30,1,3,3,1,0, , , , , , ,0,0,1,0,1
2 60,7,10,1,1,2,58,8, ,98,8,0, , , , , , ,0,0, ,0,0
2 60,8,10,1,1,2,35,1,6,6,1,0, , , , , , ,1,0,2,1,1
2 60,9,12,1,1,2,1,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
2 63,1,1,1,1,1,39,0, ,0,0,0, , , , , , ,0,0, ,1,0
2 65,1,1,1,0,1,22,1,4,4,1,0, , , , , , ,0,0,1,1,1
2 65,2,2,1,1,2,18,1,6,6,1,0, , , , , , ,1,0,1,1,1
2 65,3,8,0,1,2,16,1,6,6,1,1, , , , , , ,1,0,1,1,1
2 67,1,1,1,1,1,35,1,4,4,1,0, , , , , , ,0,0,1,0,0
2 67,2,2,1,1,2,32,1,6,6,1,0, , , , , , ,1,0,2,1,1
2 67,3,3,1,1,2,13,1,5,5,1,1,1, ,1, , , ,0,0,1,1,1
2 67,4,3,1,1,2,11,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
2 67,5,3,1,1,2,7,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
2 67,6,3,1,1,2,4,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
2 67,7,3,1,1,1,2,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
2 70,1,1,1,1,2,32,0, ,0,0,0, , , , , , ,1,0, ,0,0
2 70,2,3,1,1,2,10,1,2,2,1,1,1, ,1, , , ,0,0,1,1,1
2 70,3,3,1,1,2,8,1,0,0,1,1,1, ,1, , , ,0,0,1,1,1
2 70,4,3,1,1,1,4,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
2 70,5,3,1,1,2,0,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
2 72,1,1,1,1,1,55,1,5,5,1,0, , , , , , ,0,0,1,0,0
2 72,2,2,1,1,2,54,0, ,0,0,0, , , , , , ,0,0, ,1,0
2 72,3,3,1,1,2,16,1,5,5,1,1, , , , , , ,1,0,1,1,1
2 72,4,3,1,1,2,12,1,3,3,1,1,1, ,1, , , ,0,0,1,1,1
2 72,5,3,1,1,2,10,1,1,1,1,1,1, ,1, , , ,0,0,1,1,1
2 75,1,1,1,1,1,47,0, ,0,0,0, , , , , , ,0,1, ,0,0
2 75,2,2,1,1,2,30,1,6,6,1,0, , , , , , ,1,0,1,1,0
2 75,3,3,1,1,1,15,0, ,0,0,0, , , , , , ,0,0, ,1,1
2 75,4,3,1,1,1,13,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
2 75,5,3,1,1,1,10,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
2 75,6,3,1,1,1,8,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
2 75,7,3,1,1,2,8,1,0,0,1,1,1, ,1, , , ,0,0,1,1,1
2 75,8,3,1,1,1,5,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
2 75,9,3,1,1,1,3,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
2 75,10,3,1,1,2,1,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
2 77,1,1,1,1,2,40,1,3,3,1,0, , , , , , ,1,0,1,0,0
2 77,2,3,1,1,2,2,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
2 77,3,3,1,1,2,12,1,1,1,1,1,1, ,1, , , ,0,0,1,1,1
2 77,4,3,1,1,1,20,0, ,0,0,0, , , , , , ,0,0, ,1,1
2 80,1,1,1,1,1,25,1,7,7,1,0, , , , , , ,0,0,1,1,1
2 80,2,2,1,1,2,24,1,4,4,1,0, , , , , , ,1,0,1,0,1
2 82,1,1,1,1,1,45,0, ,0,0,0, , , , , , ,0,0, ,1,1
2 82,2,2,1,1,2,41,0, ,0,0,0, , , , , , ,1,0, ,1,1
2 82,3,3,1,1,1,17,1,6,6,1,1, , , , , , ,0,0,1,1,1
2 82,4,3,1,1,2,14,1,4,4,1,0,1, ,1, , , ,0,0,1,1,1
2 82,5,3,1,1,1,12,1,3,3,1,1,1, ,1, , , ,0,0,1,1,1
2 82,6,3,1,1,2,10,1,2,2,1,1,1, ,1, , , ,0,0,1,1,1
2 82,7,3,1,1,1,8,1,0,0,1,1,1, ,1, , , ,0,0,1,1,1
2 82,8,3,1,1,1,6,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
2 82,9,3,1,1,2,5,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
2 82,10,3,1,1,2,3,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
2 82,11,3,1,1,1,0,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
2 82,12,6,1,1,2,98,0, ,0,0,0, , , , , , ,0,0, ,0,0
2 85,1,1,1,1,1,59,1,1,1,1,0, , , , , , ,0,0,1,0,0
2 85,2,2,1,1,2,58,0, ,0,0,0, , , , , , ,0,0, ,0,0
2 85,3,3,1,1,1,19,0, ,0,0,0, , , , , , ,0,0, ,1,1
2 85,4,3,1,1,1,16,1,2,2,1,0, , , , , , ,0,0,1,1,1
2 85,5,5,1,1,2,12,0, ,0,0,0,1, ,0, , , ,0,0, ,1,0
2 85,6,5,1,1,2,6,0, ,0,0,0,1, ,0, , , ,0,0, ,1,0
2 85,7,10,0,1,1,25,0, ,0,0,0, , , , , , ,0,0, ,1,0
2 87,1,1,1,1,1,21,1,6,6,1,0, , , , , , ,0,1,1,1,1
2 87,2,2,0,1,2,18,0, ,0,0,0, , , , , , ,1,0, ,0,0
2 90,1,1,1,1,1,66,1,3,3,1,0, , , , , , ,0,0,1,0,0
2 90,2,2,1,1,2,62,0, ,0,0,0, , , , , , ,0,0, ,0,0
2 90,3,5,1,1,1,21,1,8,8,2,0, , , , , , ,0,0,2,1,1
2 90,4,4,0,1,1,39,1,2,2,1,0, , , , , , ,0,0,1,1,0
2 90,5,3,0,1,2,38,0, ,0,0,0, , , , , , ,1,0, ,1,1
2 90,6,5,0,1,2,17,0, ,0,0,0, , , , , , ,1,0, ,1,1
2 90,7,5,0,1,2,14,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
2 90,8,5,0,1,1,13,1,3,3,1,1,1, ,1, , , ,0,0,1,1,1
2 90,9,5,0,1,1,10,1,1,1,1,1,1, ,1, , , ,0,0,1,1,1
2 90,10,5,0,1,1,9,1,0,0,1,1,1, ,1, , , ,0,0,1,1,1
2 90,11,5,0,1,1,7,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
2 90,12,5,0,1,2,4,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
2 90,13,5,0,1,2,2,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
2 90,14,5,0,1,1,0,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
2 90,15,5,1,1,2,9,1,0,0,1,1,1, ,1, , , ,0,0,1,1,1
2 90,16,5,1,1,2,10,1,2,2,1,1,1, ,1, , , ,0,0,1,1,1
2 92,1,1,1,1,1,55,0, ,0,0,0, , , , , , ,0,0, ,0,1
2 92,2,2,1,1,2,49,0, ,0,0,0, , , , , , ,1,0, ,0,1
2 92,3,3,1,1,1,22,1,3,3,1,0, , , , , , ,0,0,1,1,1
2 92,4,3,1,1,2,16,1,3,3,1,0, , , , , , ,1,0,1,1,1
2 92,5,3,1,1,1,14,1,2,2,1,0,1, ,1, , , ,0,0,1,1,1
2 92,6,3,1,1,2,7,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
2 92,7,3,1,1,2,9,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
2 92,8,3,1,1,2,12,1,2,2,1,0,1, ,1, , , ,0,0,1,1,1
2 97,1,1,1,1,1,29,1,3,3,1,0, , , , , , ,0,0,1,1,1
2 97,2,2,1,1,2,27,0, ,0,0,0, , , , , , ,1,0, ,1,1
2 97,3,3,1,1,1,7,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
2 97,4,3,1,1,2,0,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
2100,1,1,1,1,1,32,0, ,0,0,0, , , , , , ,0,1, ,1,0
2100,2,2,1,1,2,31,0, ,0,0,0, , , , , , ,1,0, ,1,0
2100,3,3,1,1,2,13,1,4,4,1,0,1, ,1, , , ,0,0,1,1,1
2100,4,3,1,1,1,11,1,3,3,1,1,1, ,1, , , ,0,0,1,1,1
2100,5,3,1,1,2,7,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
2100,6,3,1,1,2,5,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
2100,7,3,1,1,1,1,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
2102,1,1,1,0,1,28,1,7,7,1,0, , , , , , ,0,0,1,1,0
2102,2,2,1,1,2,18,0, ,0,0,0, , , , , , ,1,0, ,1,1
2102,3,3,1,1,1,12,1,3,3,1,1,0, ,1, , , ,0,0,1,0,1
2102,4,3,1,1,2,0,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
2102,5,11,0,1,2,14,1,5,5,1,1,1, ,0, , , ,0,0,1,1,0
2105,1,1,1,1,1,64,0, ,0,0,0, , , , , , ,0,0, ,0,0
2105,2,2,1,1,2,62,0, ,0,0,0, , , , , , ,0,0, ,0,1
2105,3,3,1,1,1,18,1,6,6,1,0, , , , , , ,0,0,1,1,1
2105,4,3,1,1,1,13,1,2,2,1,1,1, ,1, , , ,0,0,1,1,1
2105,5,4,0,1,1,32,0, ,0,0,0, , , , , , ,0,0, ,0,1
2105,6,4,0,1,2,28,0, ,0,0,0, , , , , , ,1,0, ,1,1
2105,7,5,0,1,1,8,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
2105,8,5,0,1,1,4,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
2105,9,5,0,1,1,2,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
2105,10,5,0,1,2,0,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
2105,11,3,1,0,1,20,0, ,0,0,0, , , , , , ,0,0, ,1,1
2107,1,1,1,1,1,32,1,2,2,1,0, , , , , , ,0,0,1,0,1
2107,2,2,1,1,2,34,0, ,0,0,0, , , , , , ,1,0, ,1,1
2107,3,3,1,1,2,9,1,1,1,1,1,1, ,1, , , ,0,0,1,1,1
2107,4,3,1,1,2,5,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
2107,5,3,1,1,1,1,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
3  7,1,1,1,1,1,58,0, ,0,0,0, , , , , , ,0,0, ,0,0
3  7,2,2,1,1,2,52,0, ,0,0,0, , , , , , ,0,0, ,0,1
3  7,3,3,1,1,1,29,0, ,0,0,0, , , , , , ,0,0, ,1,1
3  7,4,3,1,1,1,22,0, ,0,0,0, , , , , , ,0,0, ,1,1
3  7,5,3,1,1,1,16,1,5,5,1,0, , , , , , ,0,0,1,1,1
3  7,6,3,0,1,2,26,0, ,0,0,0, , , , , , ,1,0, ,1,1
3  7,7,4,0,1,1,27,0, ,0,0,0, , , , , , ,0,0, ,1,0
3  7,8,5,0,1,2,5,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
3  7,9,5,0,1,2,2,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
3  7,10,5,0,1,1,0,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
3 10,1,1,1,1,1,46,0, ,0,0,0, , , , , , ,0,0, ,0,0
3 10,2,2,1,1,2,56,0, ,0,0,0, , , , , , ,0,0, ,1,0
3 10,3,3,1,1,1,16,1,4,4,1,0, , , , , , ,0,0,1,1,1
3 10,4,3,1,1,1,10,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
3 10,5,3,1,1,1,5,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
3 10,6,3,1,1,2,0,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
3 12,1,1,1,1,2,63,0, ,0,0,0, , , , , , ,0,0, ,0,0
3 12,2,5,1,1,1,5,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
3 12,3,5,1,1,2,12,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
3 15,1,1,1,1,1,36,1,6,6,1,0, , , , , , ,0,0,2,1,1
3 15,2,2,1,1,2,35,1,1,1,1,0, , , , , , ,1,0,1,1,8
3 15,3,3,1,1,2,14,1,4,4,1,1,1, ,1, , , ,0,0,1,1,1
3 15,4,3,1,1,1,13,1,6,6,1,1,1, ,1, , , ,0,0,1,1,1
3 15,5,3,1,1,2,7,1,1,1,1,0,1, ,1, , , ,0,0,1,1,1
3 15,6,3,1,1,2,6,9, ,99,9,0,1, ,1, , , ,0,0, ,1,1
3 15,7,3,1,1,1,3,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
3 15,8,3,1,1,1,1,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
3 18,1,1,1,1,1,43,0, ,0,0,0, , , , , , ,0,0, ,1,1
3 18,2,2,1,1,2,40,0, ,0,0,0, , , , , , ,1,0, ,1,0
3 18,3,3,1,1,2,17,1,3,3,1,0, , , , , , ,1,0,1,1,1
3 18,4,3,1,1,2,12,1,0,0,1,1,1, ,1, , , ,0,0,1,1,1
3 18,5,3,1,1,2,8,1,0,0,1,1,1, ,1, , , ,0,0,1,1,1
3 18,6,3,1,1,1,6,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
3 18,7,10,0,1,2,98,9, ,99,9,0, , , , , , ,0,0, ,0,0
3 18,8,10,0,1,2,17,0, ,0,0,0, , , , , , ,1,0, ,1,0
3 18,9,10,0,1,2,16,1,1,1,1,9, , , , , , ,1,0,1,1,1
3 21,1,1,1,1,1,82,9, ,99,9,0, , , , , , ,0,0, ,0,0
3 21,2,2,1,1,2,63,9, ,99,9,0, , , , , , ,0,0, ,0,0
3 21,3,3,1,1,2,18,0, ,0,0,0, , , , , , ,1,0, ,1,1
3 21,4,3,0,1,2,32,0, ,0,0,0, , , , , , ,1,0, ,1,1
3 21,5,5,0,1,2,15,0, ,0,0,0, , , , , , ,1,0, ,1,1
3 21,6,5,0,1,1,12,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
3 21,7,5,0,1,1,6,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
3 21,8,5,0,1,1,2,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
3 21,9,5,0,1,1,0,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
3 23,1,1,1,1,1,45,1,3,3,1,0, , , , , , ,0,1,1,0,1
3 23,2,2,1,1,2,33,0, ,0,0,0, , , , , , ,1,0, ,1,0
3 23,3,3,1,1,2,14,1,4,4,1,0,1, ,1, , , ,0,0,1,1,1
3 23,4,3,1,1,2,11,1,3,3,1,1,1, ,1, , , ,0,0,1,1,1
3 23,5,3,1,1,1,8,1,1,1,1,1,1, ,1, , , ,0,0,1,1,1
3 23,6,3,1,1,2,6,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
3 23,7,3,1,1,2,2,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
3 23,8,3,1,1,2,0,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
3 26,1,1,1,1,1,33,1,6,6,1,0, , , , , , ,0,0,2,0,0
3 26,2,2,1,1,2,33,0, ,0,0,0, , , , , , ,1,0, ,1,1
3 26,3,3,1,1,2,8,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
3 26,4,3,1,1,1,2,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
3 26,5,3,1,1,2,0,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
3 29,1,1,1,1,1,31,1,5,5,1,0, , , , , , ,0,0,1,1,1
3 29,2,2,1,1,2,30,1,2,2,1,0, , , , , , ,1,0,1,1,1
3 29,3,3,1,1,1,7,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
3 29,4,3,1,1,1,5,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
3 29,5,3,1,1,2,3,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
3 32,1,1,1,1,1,28,0, ,0,0,0, , , , , , ,0,0, ,1,1
3 32,2,2,1,1,2,19,0, ,0,0,0, , , , , , ,1,0, ,0,1
3 34,1,1,1,1,1,53,1,6,6,1,0, , , , , , ,0,0,2,1,0
3 34,2,3,0,1,1,24,2,6,14,4,9, , , , , , ,0,0,6,0,1
3 34,3,3,0,1,1,22,2,0,8,3,1, , , , , , ,0,0,5,0,1
3 34,4,3,0,1,1,20,2,1,9,3,1, , , , , , ,0,0,3,0,1
3 34,5,3,0,1,2,17,1,6,6,1,0, , , , , , ,1,0,1,0,1
3 34,6,3,0,1,1,15,1,4,4,1,1, , , , , , ,0,0,1,0,1
3 34,7,3,0,1,2,12,1,2,2,1,1,0, ,1, , , ,0,0,1,0,1
3 34,8,3,0,1,1,8,0, ,0,0,0,0, ,1, , , ,0,0, ,0,1
3 37,1,1,1,1,2,81,0, ,0,0,0, , , , , , ,0,0, ,0,0
3 37,2,5,1,1,2,15,1,6,6,1,0, , , , , , ,1,0,1,1,1
3 37,3,5,1,1,2,13,1,3,3,1,0,1, ,1, , , ,0,0,1,1,1
3 37,4,5,1,1,2,8,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
3 37,5,5,1,1,2,6,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
3 37,6,10,1,1,1,18,1,1,1,1,9, , , , , , ,0,0,1,1,1
3 37,7,10,0,1,2,18,1,5,5,1,9, , , , , , ,1,0,1,0,1
3 40,1,1,1,0,1,32,1,2,2,1,0, , , , , , ,0,0,1,1,0
3 40,2,2,1,1,2,28,0, ,0,0,0, , , , , , ,1,0, ,0,1
3 40,3,3,1,1,2,13,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
3 40,4,3,1,1,2,11,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
3 40,5,3,1,1,2,7,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
3 40,6,3,1,1,1,4,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
3 40,7,3,1,1,1,0,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
3 43,1,1,1,1,2,48,0, ,0,0,0, , , , , , ,1,0, ,1,1
3 43,2,3,1,1,1,27,1,4,4,1,0, , , , , , ,0,0,1,1,0
3 43,3,3,1,1,2,16,1,5,5,1,0, , , , , , ,1,0,1,1,0
3 43,4,3,1,1,2,13,1,5,5,1,1,1, ,0, , , ,0,0,1,1,0
3 43,5,3,1,1,2,11,1,2,2,1,1,1, ,0, , , ,0,0,1,1,0
3 43,6,3,1,1,2,6,0, ,0,0,0,1, ,0, , , ,0,0, ,1,0
3 45,1,1,1,0,1,98,8, ,98,8,0, , , , , , ,0,0, ,0,0
3 45,2,3,0,1,2,22,2,0,8,3,1, , , , , , ,1,0,3,1,1
3 45,3,3,0,1,2,19,2,0,8,3,1, , , , , , ,1,0,3,1,1
3 48,1,1,1,1,1,50,0, ,0,0,0, , , , , , ,0,0, ,0,1
3 48,2,2,1,1,2,38,0, ,0,0,0, , , , , , ,1,0, ,1,0
3 48,3,3,1,1,1,20,1,1,1,1,0, , , , , , ,0,0,1,1,1
3 48,4,3,1,1,1,17,1,5,5,1,0, , , , , , ,0,0,1,1,1
3 48,5,3,1,1,2,6,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
3 48,6,3,1,1,2,4,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
3 48,7,3,1,1,2,1,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
3 51,1,1,1,1,1,30,0, ,0,0,0, , , , , , ,0,0, ,0,1
3 51,2,8,1,1,1,13,0, ,0,0,0,0, ,1, , , ,0,0, ,0,1
3 54,1,1,1,1,1,41,0, ,0,0,0, , , , , , ,0,0, ,1,0
3 54,2,2,1,1,2,41,0, ,0,0,0, , , , , , ,1,0, ,1,0
3 54,3,3,1,1,2,15,1,4,4,1,0, , , , , , ,1,0,1,1,1
3 54,4,3,1,1,2,12,1,5,5,1,1,1, ,1, , , ,0,0,1,1,1
3 54,5,3,1,1,1,8,1,3,3,1,1,1, ,1, , , ,0,0,1,1,1
3 54,6,3,1,1,1,7,8, ,98,8,1,1, ,1, , , ,0,0,8,1,1
3 54,7,3,1,1,1,5,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
3 54,8,3,1,1,1,3,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
3 54,9,3,1,1,2,0,0, ,0,0,0,8, ,1, , , ,0,0, ,8,1
3 54,10,12,0,1,9,98,8, ,98,8,0, , , , , , ,0,0,8,0,0
3 54,11,12,0,1,9,98,8, ,98,8,0, , , , , , ,0,0, ,0,0
3 54,12,12,0,1,9,98,8, ,98,8,0, , , , , , ,0,0, ,0,0
3 54,13,12,0,1,9,98,8, ,98,8,0, , , , , , ,0,0, ,0,0
3 56,1,1,1,1,2,71,0, ,0,0,0, , , , , , ,0,0, ,0,0
3 56,2,5,1,1,2,8,1,1,1,1,1,1, ,1, , , ,0,0,1,1,1
3 56,3,5,0,1,1,5,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
3 56,4,5,0,1,2,7,1,0,0,1,1,1, ,1, , , ,0,0,1,1,1
3 56,5,4,0,1,2,28,0, ,0,0,0, , , , , , ,1,0, ,1,1
3 56,6,5,0,1,1,0,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
3 56,7,5,0,1,1,4,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
3 56,8,12,0,1,2,37,1,1,1,1,0, , , , , , ,1,0,1,8,8
3 56,9,12,0,1,2,16,1,4,4,1,0, , , , , , ,1,0,1,1,1
3 56,10,12,0,1,2,14,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
3 56,11,12,0,1,1,12,1,2,2,1,1,1, ,1, , , ,0,0,1,1,1
3 56,12,12,0,1,2,10,1,0,0,1,1,1, ,1, , , ,0,0,1,1,1
3 56,13,12,0,1,1,8,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
3 56,14,12,0,1,2,4,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
3 56,15,12,0,1,1,3,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
3 56,16,12,0,1,1,0,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
3 56,17,12,1,1,1,98,1,6,6,1,0, , , , , , ,0,0,2,1,0
3 56,18,12,0,1,1,62,0, ,0,0,0, , , , , , ,0,0, ,0,0
3 56,19,12,0,1,2,50,0, ,0,0,0, , , , , , ,0,0, ,0,0
3 59,1,1,1,1,2,43,0, ,0,0,0, , , , , , ,1,0, ,0,0
3 59,2,3,1,1,1,15,1,5,5,1,0, , , , , , ,0,0,1,1,0
3 59,3,3,1,1,2,10,1,0,0,1,1,1, ,0, , , ,0,0,1,1,0
3 59,4,3,1,1,1,8,1,0,0,1,1,1, ,0, , , ,0,0,1,1,0
3 59,5,10,0,1,2,67,0, ,0,0,0, , , , , , ,0,0, ,0,0
3 59,6,10,0,1,1,13,0, ,0,0,0,1, ,0, , , ,0,0, ,1,0
3 59,7,10,0,1,1,21,1,4,4,1,0, , , , , , ,0,0,1,1,0
3 59,8,10,0,1,2,16,1,6,6,1,0, , , , , , ,1,0,1,1,1
3 59,9,12,0,1,2,30,0, ,0,0,0, , , , , , ,1,0, ,1,1
3 59,10,12,0,1,2,3,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
3 59,11,12,0,1,2,1,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
3 59,12,12,0,1,1,29,0, ,0,0,0, , , , , , ,0,0, ,0,1
3 59,13,12,0,1,2,51,0, ,0,0,0, , , , , , ,0,0, ,0,0
3 59,14,12,0,1,1,16,1,8,8,2,0, , , , , , ,0,0,2,1,1
3 59,15,12,0,1,1,14,1,0,0,1,1,1, ,1, , , ,0,0,1,1,1
3 59,16,12,0,1,2,12,1,0,0,1,1,1, ,1, , , ,0,0,1,1,1
3 59,17,12,0,1,9,9,1,0,0,1,1,1, ,1, , , ,0,0,1,1,1
3 65,1,1,1,1,2,32,0, ,0,0,0, , , , , , ,1,0, ,1,0
3 65,2,3,1,1,1,7,1,0,0,1,1,1, ,1, , , ,0,0,1,1,1
3 65,3,3,1,1,2,6,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
3 65,4,3,1,1,1,2,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
3 65,5,3,1,1,1,1,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
3 67,1,1,1,0,1,29,0, ,0,0,0, , , , , , ,0,0, ,1,1
3 67,2,2,1,1,2,29,1,6,6,1,0, , , , , , ,1,0,2,1,1
3 67,3,3,1,1,1,7,1,0,0,1,1,1, ,1, , , ,0,0,1,1,1
3 67,4,3,1,1,2,4,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
3 67,5,3,1,1,1,2,0, ,0,0,0,1, ,1, , , ,0,0, ,1,1
3 67,6,12,0,1,1,43,1,3,3,1,0, , , , , , ,0,0,1,1,1
3 67,7,8,0,1,2,32,0, ,0,0,0, , , , , , ,1,0, ,1,1
3 67,8,10,0,1,2,16,1,3,3,1,0, , , , , , ,1,0,1,1,1
3 67,9,10,0,1,1,13,1,1,1,1,0,1, ,1, , , ,0,0,1,1,1
