HHID,HV000,HV001,HV002,PID,HV004,HV005,HV006,HV007,HV008,HV009,HV010,HV011,HV012,HV013,HV014,HV015,HV016,HV017,HV018,HV019,HV020,HV021,HV022,HV023,HV024,HV025,HV026,HV027,HV028,HV201,HV202,HV203,HV204,HV205,HV206,HV207,HV208,HV209,HV210,HV211,HV212,HV213,HV214,HV215,HV216,HV217,HV218,HV219,HV220,SHPREF,SHCOMMNE,SHSECTOR,V54
510 80,RW2,510,80,0,145,1126893,6,92,1110,6,1,0,6,6,1,1,25,1,15,9,0,145,46,2,2,2,3,0,0,12,12,1,10,23,0,1, ,0,1,0,0,11, , ,2,2,1,2,35,5,7,9,1.126893
510 82,RW2,510,82,0,145,0,6,92,1110,0,0,0,0,0,0,3,26,3,15,9,0,145,46,2,2,2,3,0,0, , , , , , , , , , , , , , , , , , , , ,5,7,9,0
510 84,RW2,510,84,0,145,1126893,6,92,1110,6,2,1,6,5,3,1,25,1,15,9,0,145,46,2,2,2,3,2,1126893,12,12,1,30,23,0,1, ,0,0,0,0,34, , ,2,5,1,1,33,5,7,9,1.126893
510 85,RW2,510,85,0,145,1126893,6,92,1110,8,1,0,8,8,2,1,25,1,14,9,0,145,46,2,2,2,3,0,0,31,31,1,30,23,0,1, ,0,0,0,0,11, , ,4,4,1,1,40,5,7,9,1.126893
510 87,RW2,510,87,0,145,1126893,6,92,1110,1,0,0,1,1,0,1,25,1,14,9,0,145,46,2,2,2,3,0,0,32,32,1,30,31,0,0, ,0,0,0,0,11, , ,1,1,1,2,76,5,7,9,1.126893
510 88,RW2,510,88,0,145,1126893,6,92,1110,8,1,0,6,8,2,1,25,1,14,9,0,145,46,2,2,2,3,0,0,32,32,1,30,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,49,5,7,9,1.126893
510 90,RW2,510,90,0,145,1126893,6,92,1110,2,1,0,2,1,0,1,25,1,14,9,0,145,46,2,2,2,3,0,0,32,32,1,30,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,25,5,7,9,1.126893
510 92,RW2,510,92,0,145,1126893,6,92,1110,2,1,1,2,2,0,1,25,1,14,9,0,145,46,2,2,2,3,2,1126893,32,32,1,30,31,0,0, ,0,0,0,0,11, , ,1,2,1,2,19,5,7,9,1.126893
510 93,RW2,510,93,0,145,1126893,6,92,1110,3,0,0,3,3,0,1,25,1,14,9,0,145,46,2,2,2,3,0,0,32,32,1,20,23,0,0, ,0,0,0,0,11, , ,2,2,1,2,59,5,7,9,1.126893
510 95,RW2,510,95,0,145,1126893,6,92,1110,7,1,0,7,7,3,1,25,1,14,9,0,145,46,2,2,2,3,0,0,32,32,1,20,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,34,5,7,9,1.126893
510 96,RW2,510,96,0,145,1126893,6,92,1110,7,0,0,7,7,0,1,25,1,14,9,0,145,46,2,2,2,3,0,0,32,32,1,40,23,0,1, ,0,0,0,0,11, , ,3,5,1,1,78,5,7,9,1.126893
510 98,RW2,510,98,0,145,1126893,6,92,1110,8,1,0,8,8,2,1,25,1,16,9,0,145,46,2,2,2,3,0,0,12,12,1,60,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,37,5,7,9,1.126893
510 99,RW2,510,99,0,145,1126893,6,92,1110,4,1,0,3,4,0,1,25,1,16,9,0,145,46,2,2,2,3,2,1126893,12,12,1,30,23,0,0, ,0,0,0,0,11, , ,2,4,1,1,65,5,7,9,1.126893
510101,RW2,510,101,0,145,1126893,6,92,1110,3,1,0,3,3,1,1,25,2,16,9,0,145,46,2,2,2,3,0,0,12,12,1,15,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,37,5,7,9,1.126893
510103,RW2,510,103,0,145,1126893,6,92,1110,6,1,0,6,6,2,1,26,1,13,9,0,145,46,2,2,2,3,0,0,12,12,1,30,23,0,1, ,0,1,0,0,11, , ,2,2,1,1,35,5,7,9,1.126893
510104,RW2,510,104,0,145,1126893,6,92,1110,4,1,0,4,4,0,1,25,1,16,9,0,145,46,2,2,2,3,0,0,12,12,1,15,23,1,0, ,0,1,0,0,11, , ,3,4,1,1,60,5,7,9,1.126893
510106,RW2,510,106,0,145,1126893,6,92,1110,7,2,0,7,7,2,1,25,1,16,9,0,145,46,2,2,2,3,0,0,12,12,1,15,23,0,1, ,0,1,0,0,11, , ,1,4,1,1,67,5,7,9,1.126893
510107,RW2,510,107,0,145,1126893,6,92,1110,2,1,1,2,2,0,1,25,2,16,9,0,145,46,2,2,2,3,2,1126893,12,12,1,20,23,0,1, ,0,0,0,0,11, , ,1,2,1,1,32,5,7,9,1.126893
510109,RW2,510,109,0,145,1126893,6,92,1110,8,1,0,8,7,2,1,26,3,16,9,0,145,46,2,2,2,3,0,0,12,12,1,30,23,0,0, ,0,0,0,0,11, , ,2,4,1,1,55,5,7,9,1.126893
510111,RW2,510,111,0,145,0,6,92,1110,0,0,0,0,0,0,3,26,3,16,9,0,145,46,2,2,2,3,0,0, , , , , , , , , , , , , , , , , , , , ,5,7,9,0
510112,RW2,510,112,0,145,1126893,6,92,1110,7,0,0,7,6,2,1,26,1,14,9,0,145,46,2,2,2,3,0,0,32,32,1,60,23,0,0, ,0,0,0,0,11, , ,2,2,1,2,50,5,7,9,1.126893
510114,RW2,510,114,0,145,1126893,6,92,1110,4,1,0,4,4,2,1,26,1,14,9,0,145,46,2,2,2,3,0,0,32,32,1,30,23,0,0, ,0,0,0,0,11, , ,2,2,1,2,22,5,7,9,1.126893
510115,RW2,510,115,0,145,1126893,6,92,1110,5,0,0,5,5,0,1,25,1,14,9,0,145,46,2,2,2,3,2,1126893,32,32,1,10,23,0,1, ,0,0,0,0,11, , ,3,4,1,1,60,5,7,9,1.126893
510117,RW2,510,117,0,145,1126893,6,92,1110,7,1,0,7,7,1,1,26,2,16,9,0,145,46,2,2,2,3,0,0,12,12,1,20,23,0,1, ,0,0,0,0,11, , ,3,2,1,1,42,5,7,9,1.126893
510119,RW2,510,119,0,145,1126893,6,92,1110,4,1,0,4,4,2,1,25,1,16,9,0,145,46,2,2,2,3,0,0,12,12,1,10,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,25,5,7,9,1.126893
511 92,RW2,511,92,0,146,1126893,7,92,1111,8,1,0,7,8,1,1,1,1,36,9,0,146,46,2,2,2,3,0,0,32,32,1,120,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,98,5,8,5,1.126893
511 94,RW2,511,94,0,146,1126893,7,92,1111,2,1,0,2,2,0,1,1,1,36,9,0,146,46,2,2,2,3,0,0,32,32,1,60,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,25,5,8,5,1.126893
511 97,RW2,511,97,0,146,1126893,7,92,1111,2,1,0,2,2,0,1,1,1,37,9,0,146,46,2,2,2,3,0,0,32,32,1,60,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,25,5,8,5,1.126893
511 99,RW2,511,99,0,146,1126893,7,92,1111,3,1,1,3,3,1,1,1,1,33,9,0,146,46,2,2,2,3,2,1126893,32,32,1,40,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,40,5,8,5,1.126893
511101,RW2,511,101,0,146,1126893,7,92,1111,4,0,0,4,3,0,1,1,1,33,9,0,146,46,2,2,2,3,0,0,32,32,1,50,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,74,5,8,5,1.126893
511104,RW2,511,104,0,146,1126893,7,92,1111,6,1,0,6,6,1,1,1,1,33,9,0,146,46,2,2,2,3,0,0,32,32,1,60,23,0,0, ,0,0,0,0,11, , ,3,2,1,1,54,5,8,5,1.126893
511106,RW2,511,106,0,146,1126893,7,92,1111,2,0,0,2,2,0,1,1,1,34,9,0,146,46,2,2,2,3,0,0,32,32,1,60,23,0,1, ,0,0,0,0,11, , ,2,1,1,2,67,5,8,5,1.126893
511108,RW2,511,108,0,146,1126893,7,92,1111,2,0,0,2,2,0,1,1,1,34,9,0,146,46,2,2,2,3,0,0,32,32,1,60,23,0,1, ,0,0,0,0,11, , ,1,2,1,1,69,5,8,5,1.126893
511110,RW2,511,110,0,146,1126893,7,92,1111,5,1,0,5,5,1,1,1,1,34,9,0,146,46,2,2,2,3,2,1126893,32,32,1,60,23,0,0, ,0,0,0,0,11, , ,4,4,1,1,75,5,8,5,1.126893
511113,RW2,511,113,0,146,1126893,7,92,1111,6,1,0,6,6,2,1,1,1,34,9,0,146,46,2,2,2,3,0,0,32,32,1,60,23,0,1, ,0,0,0,0,11, , ,3,2,1,1,37,5,8,5,1.126893
511115,RW2,511,115,0,146,1126893,7,92,1111,8,1,0,8,8,2,1,1,1,33,9,0,146,46,2,2,2,3,0,0,32,32,1,60,23,0,0, ,0,0,0,0,11, , ,3,2,1,1,40,5,8,5,1.126893
511117,RW2,511,117,0,146,1126893,7,92,1111,7,1,0,7,6,1,1,1,1,35,9,0,146,46,2,2,2,3,0,0,31,31,1,90,23,0,0, ,0,0,0,0,11, , ,4,2,1,1,39,5,8,5,1.126893
511120,RW2,511,120,0,146,1126893,7,92,1111,2,0,0,2,2,0,1,1,1,35,9,0,146,46,2,2,2,3,0,0,32,32,1,10,23,0,0, ,0,0,0,0,11, , ,1,1,1,1,38,5,8,5,1.126893
511122,RW2,511,122,0,146,1126893,7,92,1111,5,2,1,5,5,1,1,1,1,35,9,0,146,46,2,2,2,3,2,1126893,32,32,1,40,23,0,0, ,0,0,0,0,11, , ,2,4,1,1,45,5,8,5,1.126893
511124,RW2,511,124,0,146,1126893,7,92,1111,6,3,0,6,6,0,1,1,1,35,9,0,146,46,2,2,2,3,0,0,32,32,1,60,31,0,0, ,0,0,0,0,11, , ,2,4,1,1,39,5,8,5,1.126893
511127,RW2,511,127,0,146,1126893,7,92,1111,4,2,0,4,3,0,1,1,1,36,9,0,146,46,2,2,2,3,0,0,32,32,1,40,23,0,0, ,0,0,0,0,11, , ,2,5,1,1,40,5,8,5,1.126893
511129,RW2,511,129,0,146,1126893,7,92,1111,7,2,0,7,6,2,1,1,1,36,9,0,146,46,2,2,2,3,0,0,32,32,1,60,23,0,1, ,0,0,0,0,11, , ,2,4,1,1,28,5,8,5,1.126893
511131,RW2,511,131,0,146,1126893,7,92,1111,6,2,0,6,6,1,1,1,1,13,9,0,146,46,2,2,2,3,0,0,32,32,1,30,23,0,0, ,0,0,0,0,11, , ,3,4,1,2,61,5,8,5,1.126893
511134,RW2,511,134,0,146,0,7,92,1111,0,0,0,0,0,0,3,1,3,13,9,0,146,46,2,2,2,3,2,0, , , , , , , , , , , , , , , , , , , , ,5,8,5,0
511136,RW2,511,136,0,146,1126893,7,92,1111,6,2,0,6,5,2,1,1,1,13,9,0,146,46,2,2,2,3,0,0,32,32,1,30,23,0,1, ,0,0,0,0,11, , ,2,4,1,1,40,5,8,5,1.126893
511138,RW2,511,138,0,146,1126893,7,92,1111,5,1,0,5,5,3,1,1,1,13,9,0,146,46,2,2,2,3,0,0,32,32,1,20,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,28,5,8,5,1.126893
511141,RW2,511,141,0,146,1126893,7,92,1111,2,0,0,2,2,0,1,1,1,16,9,0,146,46,2,2,2,3,0,0,32,32,1,10,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,60,5,8,5,1.126893
511143,RW2,511,143,0,146,1126893,7,92,1111,3,1,0,3,3,1,1,1,1,16,9,0,146,46,2,2,2,3,0,0,32,32,1,5,23,0,0, ,0,0,0,0,11, , ,3,2,1,1,23,5,8,5,1.126893
511145,RW2,511,145,0,146,0,7,92,1111,0,0,0,0,0,0,5,1,1,14,9,0,146,46,2,2,2,3,2,0, , , , , , , , , , , , , , , , , , , , ,5,8,5,0
511147,RW2,511,147,0,146,1126893,7,92,1111,4,1,0,4,4,2,1,1,1,14,9,0,146,46,2,2,2,3,0,0,32,32,1,30,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,25,5,8,5,1.126893
511150,RW2,511,150,0,146,1126893,7,92,1111,4,1,0,4,4,1,1,1,1,14,9,0,146,46,2,2,2,3,0,0,32,32,1,10,23,0,1, ,0,0,0,0,11, , ,2,2,1,1,22,5,8,5,1.126893
511152,RW2,511,152,0,146,1126893,7,92,1111,5,1,0,5,5,2,1,1,1,14,9,0,146,46,2,2,2,3,0,0,32,32,1,10,23,0,1, ,0,0,0,0,11, , ,2,2,1,1,29,5,8,5,1.126893
511154,RW2,511,154,0,146,1126893,7,92,1111,2,0,0,2,2,0,1,1,1,14,9,0,146,46,2,2,2,3,0,0,32,32,1,5,23,0,0, ,0,0,0,0,11, , ,2,1,1,1,72,5,8,5,1.126893
511157,RW2,511,157,0,146,1126893,7,92,1111,8,1,1,8,8,2,1,1,1,14,9,0,146,46,2,2,2,3,2,1126893,32,32,1,20,23,0,1, ,0,0,0,0,34, , ,2,2,1,1,35,5,8,5,1.126893
511159,RW2,511,159,0,146,1126893,7,92,1111,5,1,0,5,5,2,1,1,1,15,9,0,146,46,2,2,2,3,0,0,32,32,1,10,23,0,1, ,0,0,0,0,11, , ,3,2,1,1,33,5,8,5,1.126893
511161,RW2,511,161,0,146,1126893,7,92,1111,5,2,0,5,5,1,1,1,1,15,9,0,146,46,2,2,2,3,0,0,32,32,1,30,31,0,0, ,0,0,0,0,11, , ,2,4,1,1,56,5,8,5,1.126893
511164,RW2,511,164,0,146,1126893,7,92,1111,2,1,0,2,2,0,1,1,1,15,9,0,146,46,2,2,2,3,0,0,32,32,1,30,31,0,0, ,0,0,0,0,11, , ,2,3,1,2,56,5,8,5,1.126893
511166,RW2,511,166,0,146,1126893,7,92,1111,6,1,0,6,6,2,1,1,1,15,9,0,146,46,2,2,2,3,0,0,32,32,1,10,31,0,0, ,0,0,0,0,11, , ,2,2,1,1,44,5,8,5,1.126893
511168,RW2,511,168,0,146,1126893,7,92,1111,5,1,1,5,5,1,1,1,1,15,9,0,146,46,2,2,2,3,2,1126893,32,32,1,30,23,0,1, ,0,0,0,0,11, , ,2,2,1,1,46,5,8,5,1.126893
511171,RW2,511,171,0,146,0,7,92,1111,0,0,0,0,0,0,5,1,1,16,9,0,146,46,2,2,2,3,0,0, , , , , , , , , , , , , , , , , , , , ,5,8,5,0
511173,RW2,511,173,0,146,1126893,7,92,1111,5,1,0,5,5,2,1,1,1,16,9,0,146,46,2,2,2,3,0,0,32,32,1,10,23,0,0, ,0,0,0,0,11, , ,2,4,1,1,44,5,8,5,1.126893
511175,RW2,511,175,0,146,1126893,7,92,1111,7,1,0,7,7,2,1,1,1,16,9,0,146,46,2,2,2,3,0,0,32,32,1,60,23,0,0, ,0,0,0,0,11, , ,2,4,1,1,40,5,8,5,1.126893
511177,RW2,511,177,0,146,0,7,92,1111,0,0,0,0,0,0,3,1,3,16,9,0,146,46,2,2,2,3,0,0, , , , , , , , , , , , , , , , , , , , ,5,8,5,0
511180,RW2,511,180,0,146,1126893,7,92,1111,2,1,1,2,2,0,1,1,1,17,9,0,146,46,2,2,2,3,2,1126893,32,32,1,15,23,0,1, ,0,0,0,0,11, , ,1,2,1,1,28,5,8,5,1.126893
512  1,RW2,512,1,0,147,1126893,6,92,1110,6,2,0,6,6,2,1,25,1,45,3,0,147,47,2,2,2,3,0,0,31,31,1,20,23,0,1, ,0,0,1,0,34, , ,3,5,1,1,37,5,9,3,1.126893
512  4,RW2,512,4,0,147,1126893,6,92,1110,9,1,1,9,9,1,1,24,1,45,3,0,147,47,2,2,2,3,2,1126893,31,31,1,15,23,0,1, ,0,0,0,0,32, , ,3,4,1,1,42,5,9,3,1.126893
512  6,RW2,512,6,0,147,1126893,6,92,1110,3,0,0,3,3,0,1,24,1,45,3,0,147,47,2,2,2,3,0,0,31,31,0,30,23,0,0, ,0,0,0,0,11, , ,2,4,1,1,82,5,9,3,1.126893
512  9,RW2,512,9,0,147,1126893,6,92,1110,5,1,0,5,5,1,1,24,1,45,3,0,147,47,2,2,2,3,0,0,31,31,1,20,23,0,1, ,0,0,0,0,11, , ,2,4,1,1,38,5,9,3,1.126893
512 11,RW2,512,11,0,147,1126893,6,92,1110,5,1,0,5,5,3,1,24,1,44,3,0,147,47,2,2,2,3,0,0,31,32,0,30,31,0,0, ,0,0,0,0,11, , ,2,2,1,1,98,5,9,3,1.126893
512 14,RW2,512,14,0,147,1126893,6,92,1110,4,1,0,4,4,0,1,24,1,44,3,0,147,47,2,2,2,3,0,0,31,32,0,10,23,0,1, ,0,0,0,0,11, , ,3,3,1,2,60,5,9,3,1.126893
512 17,RW2,512,17,0,147,1126893,6,92,1110,5,1,1,5,5,1,1,24,1,44,3,0,147,47,2,2,2,3,2,1126893,32,32,1,20,23,0,1, ,0,0,0,0,11, , ,2,2,1,1,37,5,9,3,1.126893
512 19,RW2,512,19,0,147,1126893,6,92,1110,7,1,0,7,7,2,1,25,1,44,3,0,147,47,2,2,2,3,0,0,32,32,1,7,23,0,1, ,0,0,0,0,11, , ,2,2,1,1,40,5,9,3,1.126893
512 22,RW2,512,22,0,147,1126893,6,92,1110,6,1,0,6,6,0,1,25,1,42,3,0,147,47,2,2,2,3,0,0,32,32,1,10,23,0,0, ,0,0,0,0,11, , ,2,4,1,1,50,5,9,3,1.126893
512 24,RW2,512,24,0,147,1126893,6,92,1110,8,1,0,8,7,2,1,25,1,43,3,0,147,47,2,2,2,3,0,0,32,32,1,5,23,0,1, ,0,0,0,0,32, , ,3,2,1,1,36,5,9,3,1.126893
512 27,RW2,512,27,0,147,1126893,6,92,1110,7,2,0,7,6,3,1,24,1,43,3,0,147,47,2,2,2,3,0,0,32,32,1,10,23,0,0, ,0,0,0,0,11, , ,2,4,1,1,37,5,9,3,1.126893
512 30,RW2,512,30,0,147,1126893,6,92,1110,3,1,1,3,3,1,1,24,1,43,3,0,147,47,2,2,2,3,2,1126893,31,32,0,20,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,25,5,9,3,1.126893
512 32,RW2,512,32,0,147,1126893,6,92,1110,5,1,0,5,5,3,1,25,1,43,3,0,147,47,2,2,2,3,0,0,32,32,1,10,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,28,5,9,3,1.126893
512 35,RW2,512,35,0,147,1126893,6,92,1110,3,1,0,2,2,0,1,25,1,43,3,0,147,47,2,2,2,3,0,0,31,31,1,22,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,24,5,9,3,1.126893
512 37,RW2,512,37,0,147,1126893,6,92,1110,3,1,0,3,3,1,1,24,1,43,3,0,147,47,2,2,2,3,0,0,31,31,1,40,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,21,5,9,3,1.126893
512 40,RW2,512,40,0,147,1126893,6,92,1110,4,1,0,4,4,2,1,24,1,43,3,0,147,47,2,2,2,3,0,0,32,32,1,15,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,31,5,9,3,1.126893
512 43,RW2,512,43,0,147,0,6,92,1110,0,0,0,0,0,0,3,25,3,43,3,0,147,47,2,2,2,3,2,0, , , , , , , , , , , , , , , , , , , , ,5,9,3,0
512 45,RW2,512,45,0,147,1126893,6,92,1110,7,1,0,7,7,3,1,25,1,43,3,0,147,47,2,2,2,3,0,0,31,31,1,60,23,0,1, ,0,0,0,0,11, , ,2,2,1,1,40,5,9,3,1.126893
512 48,RW2,512,48,0,147,1126893,6,92,1110,7,1,0,7,7,0,1,25,1,43,3,0,147,47,2,2,2,3,0,0,32,32,1,7,23,0,1, ,0,0,0,0,11, , ,4,4,1,1,52,5,9,3,1.126893
512 50,RW2,512,50,0,147,1126893,6,92,1110,9,0,0,9,9,0,1,25,1,45,3,0,147,47,2,2,2,3,0,0,32,31,0,20,23,0,1, ,0,0,0,0,11, , ,4,4,1,1,53,5,9,3,1.126893
512 53,RW2,512,53,0,147,1126893,6,92,1110,7,1,0,7,7,3,1,25,1,45,3,0,147,47,2,2,2,3,0,0,32,32,1,20,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,33,5,9,3,1.126893
512 56,RW2,512,56,0,147,1126893,6,92,1110,2,1,0,2,2,1,1,25,1,45,3,0,147,47,2,2,2,3,2,1126893,31,32,0,5,31,0,0, ,0,0,0,0,11, , ,1,1,1,2,25,5,9,3,1.126893
512 58,RW2,512,58,0,147,1126893,6,92,1110,7,1,0,7,6,2,1,25,1,45,3,0,147,47,2,2,2,3,0,0,31,31,1,10,23,0,1, ,0,0,0,0,11, , ,2,2,1,1,36,5,9,3,1.126893
512 61,RW2,512,61,0,147,1126893,6,92,1110,3,0,0,3,3,0,1,26,1,44,3,0,147,47,2,2,2,3,0,0,32,32,1,10,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,72,5,9,3,1.126893
512 63,RW2,512,63,0,147,1126893,6,92,1110,4,1,0,4,4,2,1,25,1,44,3,0,147,47,2,2,2,3,0,0,32,32,1,5,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,27,5,9,3,1.126893
512 66,RW2,512,66,0,147,1126893,6,92,1110,7,0,0,7,6,0,1,25,1,43,3,0,147,47,2,2,2,3,0,0,32,32,1,5,23,0,0, ,0,0,0,0,11, , ,3,4,1,1,66,5,9,3,1.126893
512 69,RW2,512,69,0,147,1126893,6,92,1110,4,1,1,4,4,2,1,25,1,46,3,0,147,47,2,2,2,3,2,1126893,31,31,0,10,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,25,5,9,3,1.126893
512 71,RW2,512,71,0,147,0,6,92,1110,0,0,0,0,0,0,3,25,3,46,3,0,147,47,2,2,2,3,0,0, , , , , , , , , , , , , , , , , , , , ,5,9,3,0
512 74,RW2,512,74,0,147,1126893,6,92,1110,8,2,0,8,8,2,1,25,1,46,3,0,147,47,2,2,2,3,0,0,32,32,1,120,23,0,0, ,0,0,0,0,11, , ,2,4,1,1,75,5,9,3,1.126893
512 91,RW2,512,91,0,147,1126893,6,92,1110,4,1,0,4,4,0,1,24,1,46,3,0,147,47,2,2,2,3,0,0,31,31,1,20,23,0,0, ,0,0,0,0,11, , ,2,4,1,2,55,5,9,3,1.126893
512104,RW2,512,104,0,147,1126893,6,92,1110,9,1,0,9,9,3,1,24,1,45,3,0,147,47,2,2,2,3,0,0,31,32,0,10,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,37,5,9,3,1.126893
512107,RW2,512,107,0,147,1126893,6,92,1110,3,1,0,3,3,1,1,24,1,46,3,0,147,47,2,2,2,3,0,0,31,31,1,10,23,0,1, ,0,0,0,0,11, , ,1,2,1,1,29,5,9,3,1.126893
512109,RW2,512,109,0,147,1126893,6,92,1110,7,1,0,7,6,2,1,24,1,46,3,0,147,47,2,2,2,3,0,0,31,31,1,30,23,0,1, ,0,0,0,0,11, , ,2,2,1,1,36,5,9,3,1.126893
512111,RW2,512,111,0,147,1126893,6,92,1110,11,3,1,9,10,1,1,24,1,46,3,0,147,47,2,2,2,3,2,1126893,31,31,1,5,23,0,0, ,0,0,0,0,11, , ,3,4,1,1,53,5,9,3,1.126893
512113,RW2,512,113,0,147,1126893,6,92,1110,3,1,0,3,3,1,1,24,1,46,3,0,147,47,2,2,2,3,0,0,31,31,1,10,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,24,5,9,3,1.126893
513  5,RW2,513,5,0,148,1126893,6,92,1110,4,1,0,4,4,2,1,24,1,33,7,0,148,47,2,2,2,3,0,0,12,12,1,5,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,33,5,10,2,1.126893
513  8,RW2,513,8,0,148,1126893,6,92,1110,5,0,0,5,5,0,1,22,1,33,7,0,148,47,2,2,2,3,0,0,12,12,1,10,23,0,0, ,0,0,0,0,11, , ,3,4,1,1,53,5,10,2,1.126893
513 10,RW2,513,10,0,148,1126893,6,92,1110,3,0,0,3,3,0,1,22,1,33,7,0,148,47,2,2,2,3,0,0,12,12,1,5,23,0,0, ,0,0,0,0,11, , ,2,4,1,1,61,5,10,2,1.126893
513 13,RW2,513,13,0,148,1126893,6,92,1110,6,1,1,6,6,3,1,22,1,33,7,0,148,47,2,2,2,3,2,1126893,12,12,1,20,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,33,5,10,2,1.126893
513 16,RW2,513,16,0,148,1126893,6,92,1110,7,2,0,7,7,1,1,24,1,33,7,0,148,47,2,2,2,3,0,0,12,12,1,6,23,0,1, ,0,0,0,0,34, , ,3,4,1,1,50,5,10,2,1.126893
513 18,RW2,513,18,0,148,1126893,6,92,1110,4,1,0,4,4,2,1,22,1,33,7,0,148,47,2,2,2,3,0,0,12,12,1,5,31,0,0, ,0,0,0,0,11, , ,1,2,1,1,24,5,10,2,1.126893
513 21,RW2,513,21,0,148,1126893,6,92,1110,8,0,0,8,8,1,1,22,1,33,7,0,148,47,2,2,2,3,0,0,12,12,1,5,23,0,1, ,0,1,0,0,34, , ,4,4,1,2,50,5,10,2,1.126893
513 23,RW2,513,23,0,148,1126893,6,92,1110,6,1,0,6,6,2,1,22,1,33,7,0,148,47,2,2,2,3,0,0,12,12,1,5,23,0,1, ,0,0,0,0,11, , ,2,2,1,1,38,5,10,2,1.126893
513 26,RW2,513,26,0,148,1126893,6,92,1110,4,1,1,4,4,2,1,22,1,33,7,0,148,47,2,2,2,3,2,1126893,12,12,1,5,31,0,0, ,0,0,0,0,11, , ,1,2,1,1,31,5,10,2,1.126893
513 29,RW2,513,29,0,148,1126893,6,92,1110,5,1,0,5,5,2,1,22,1,35,7,0,148,47,2,2,2,3,0,0,12,12,1,4,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,33,5,10,2,1.126893
513 31,RW2,513,31,0,148,1126893,6,92,1110,3,0,0,3,3,0,1,22,1,35,7,0,148,47,2,2,2,3,0,0,12,12,1,2,23,0,0, ,0,0,0,0,11, , ,2,1,1,1,31,5,10,2,1.126893
513 34,RW2,513,34,0,148,1126893,6,92,1110,5,1,0,5,5,1,1,22,1,35,7,0,148,47,2,2,2,3,0,0,12,12,0,60,23,0,0, ,0,0,0,0,33, , ,3,3,1,2,70,5,10,2,1.126893
513 36,RW2,513,36,0,148,1126893,6,92,1110,3,2,0,3,3,0,1,22,1,35,7,0,148,47,2,2,2,3,0,0,12,12,1,3,23,0,0, ,0,0,0,0,11, , ,2,4,1,1,67,5,10,2,1.126893
513 39,RW2,513,39,0,148,1126893,6,92,1110,1,0,0,1,1,0,1,22,1,35,7,0,148,47,2,2,2,3,2,1126893,12,12,1,5,23,0,0, ,0,0,0,0,11, , ,1,1,1,1,36,5,10,2,1.126893
513 42,RW2,513,42,0,148,1126893,6,92,1110,3,1,0,3,3,1,1,22,1,35,7,0,148,47,2,2,2,3,0,0,12,12,1,10,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,32,5,10,2,1.126893
513 44,RW2,513,44,0,148,1126893,6,92,1110,5,1,0,5,4,2,1,24,1,35,7,0,148,47,2,2,2,3,0,0,12,12,1,60,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,30,5,10,2,1.126893
513 47,RW2,513,47,0,148,1126893,6,92,1110,8,1,0,8,8,3,1,24,3,35,7,0,148,47,2,2,2,3,0,0,12,12,1,60,23,0,0, ,0,0,0,0,11, , ,3,2,1,1,43,5,10,2,1.126893
513 49,RW2,513,49,0,148,1126893,6,92,1110,4,1,0,4,3,1,1,22,1,35,7,0,148,47,2,2,2,3,0,0,12,12,1,20,23,0,0, ,0,0,0,0,11, , ,4,5,1,1,28,5,10,2,1.126893
513 52,RW2,513,52,0,148,1126893,6,92,1110,5,1,0,5,5,1,1,22,1,36,7,0,148,47,2,2,2,3,2,1126893,12,12,1,10,23,0,0, ,0,0,0,0,11, , ,2,4,1,1,54,5,10,2,1.126893
513 55,RW2,513,55,0,148,1126893,6,92,1110,8,2,0,8,8,1,1,24,2,36,7,0,148,47,2,2,2,3,0,0,12,12,1,10,23,0,1, ,0,0,0,0,11, , ,3,4,1,1,41,5,10,2,1.126893
