HHID,HV000,HV001,HV002,PID,HV004,HV005,HV006,HV007,HV008,HV009,HV010,HV011,HV012,HV013,HV014,HV015,HV016,HV017,HV018,HV019,HV020,HV021,HV022,HV023,HV024,HV025,HV026,HV027,HV028,HV201,HV202,HV203,HV204,HV205,HV206,HV207,HV208,HV209,HV210,HV211,HV212,HV213,HV214,HV215,HV216,HV217,HV218,HV219,HV220,SHPREF,SHCOMMNE,SHSECTOR,V54
971242,RW2,971,242,0,21,349112,9,92,1113,2,0,0,2,2,0,1,24,1,23,2,0,21,11,1,1,1,0,0,0,13,13,1, ,23,1,1, ,0,0,0,0,34, , ,2,5,1,1,24,10,3,3,.349112
971250,RW2,971,250,0,21,349112,9,92,1113,7,3,0,6,7,3,1,24,1,23,2,0,21,11,1,1,1,0,0,0,51,51,1,5,23,0,0, ,0,0,0,0,34, , ,2,5,1,1,25,10,3,3,.349112
971257,RW2,971,257,0,21,349112,9,92,1113,6,1,0,5,6,1,1,24,1,23,2,0,21,11,1,1,1,0,0,0,13,13,1, ,23,1,1, ,1,0,0,1,34, , ,1,1,1,1,46,10,3,3,.349112
971265,RW2,971,265,0,21,349112,9,92,1113,3,0,0,3,3,0,1,23,1,23,2,0,21,11,1,1,1,0,0,0,31,31,1,10,23,0,0, ,0,0,0,0,11, , ,2,4,1,1,58,10,3,3,.349112
971272,RW2,971,272,0,21,349112,9,92,1113,6,1,1,5,6,1,1,24,1,23,2,0,21,11,1,1,1,0,2,349112,13,13,1, ,23,1,1, ,0,1,1,0,34, , ,2,2,1,1,35,10,3,3,.349112
971280,RW2,971,280,0,21,349112,9,92,1113,5,2,0,5,5,1,1,23,1,23,2,0,21,11,1,1,1,0,0,0,31,31,1,10,23,0,0, ,0,0,0,0,34, , ,2,3,1,2,29,10,3,3,.349112
971287,RW2,971,287,0,21,349112,9,92,1113,8,2,0,8,7,2,1,24,1,23,2,0,21,11,1,1,1,0,0,0,13,13,1, ,23,1,1, ,0,0,0,0,34, , ,2,4,1,1,28,10,3,3,.349112
971295,RW2,971,295,0,21,349112,9,92,1113,6,2,0,6,6,1,1,24,1,23,2,0,21,11,1,1,1,0,0,0,13,13,1, ,23,1,1, ,1,0,0,0,34, , ,4,5,1,2,30,10,3,3,.349112
971302,RW2,971,302,0,21,349112,9,92,1113,4,2,0,4,4,1,1,23,1,23,2,0,21,11,1,1,1,0,0,0,51,51,1,20,23,1,1, ,0,0,0,0,34, , ,2,5,1,1,32,10,3,3,.349112
971310,RW2,971,310,0,21,349112,9,92,1113,4,1,1,3,4,1,1,23,1,25,2,0,21,11,1,1,1,0,2,349112,13,13,1, ,23,0,1, ,0,0,0,0,34, , ,1,2,1,1,41,10,3,3,.349112
971317,RW2,971,317,0,21,349112,9,92,1113,2,0,0,2,2,0,1,24,1,25,2,0,21,11,1,1,1,0,0,0,12,12,1,30,23,0,0, ,0,0,0,0,34, , ,2,5,1,1,31,10,3,3,.349112
971325,RW2,971,325,0,21,349112,9,92,1113,3,1,0,3,3,1,1,23,1,25,2,0,21,11,1,1,1,0,0,0,12,12,1,30,23,0,1, ,0,0,0,0,11, , ,1,2,1,1,26,10,3,3,.349112
971332,RW2,971,332,0,21,0,9,92,1113,0,0,0,0,0,0,6,23,1,25,2,0,21,11,1,1,1,0,0,0, , , , , , , , , , , , , , , , , , , , ,10,3,3,0
971340,RW2,971,340,0,21,349112,9,92,1113,6,1,0,6,6,3,1,23,1,25,2,0,21,11,1,1,1,0,0,0,12,12,1,30,23,0,1, ,0,1,0,0,11, , ,2,2,1,1,35,10,3,3,.349112
971347,RW2,971,347,0,21,349112,9,92,1113,5,1,1,5,5,2,1,23,1,25,2,0,21,11,1,1,1,0,2,349112,31,31,1,60,23,0,1, ,0,0,0,0,11, , ,2,2,1,1,32,10,3,3,.349112
972  7,RW2,972,7,0,22,349112,9,92,1113,2,1,0,1,2,0,1,10,1,23,1,0,22,11,1,1,1,0,2,349112,13,13,1, ,23,0,1, ,0,0,0,0,11, , ,1,1,1,2,48,10,3,4,.349112
972 24,RW2,972,24,0,22,349112,9,92,1113,2,0,0,2,2,0,1,10,1,26,1,0,22,11,1,1,1,0,0,0,12,12,1,5,31,0,0, ,0,0,0,0,11, , ,2,2,1,2,64,10,3,4,.349112
972 41,RW2,972,41,0,22,349112,9,92,1113,2,1,0,2,2,0,1,10,1,25,1,0,22,11,1,1,1,0,0,0,12,12,1,20,23,0,0, ,0,0,0,0,34, , ,1,2,1,1,24,10,3,4,.349112
972 58,RW2,972,58,0,22,349112,9,92,1113,1,0,0,1,1,0,1,10,1,24,1,0,22,11,1,1,1,0,0,0,12,12,1,4,23,0,0, ,0,0,0,0,11, , ,1,1,1,1,44,10,3,4,.349112
972 79,RW2,972,79,0,22,349112,9,92,1113,2,1,0,2,2,0,1,13,1,24,1,0,22,11,1,1,1,0,0,0,12,12,1,4,23,0,1, ,0,0,0,1,34, , ,1,2,1,1,35,10,3,4,.349112
972 93,RW2,972,93,0,22,349112,9,92,1113,2,1,0,2,1,0,1,13,1,26,1,0,22,11,1,1,1,0,2,349112,12,12,1,5,23,1,1, ,0,0,0,0,34, , ,2,2,1,1,53,10,3,4,.349112
972110,RW2,972,110,0,22,349112,9,92,1113,8,2,0,8,8,2,1,12,1,23,1,0,22,11,1,1,1,0,0,0,12,12,1,5,23,0,0, ,0,0,0,0,11, , ,2,4,1,1,55,10,3,4,.349112
972127,RW2,972,127,0,22,349112,9,92,1113,4,1,0,4,4,1,1,10,1,23,1,0,22,11,1,1,1,0,0,0,12,12,1,15,23,1,1, ,1,1,0,0,34, , ,2,2,1,1,36,10,3,4,.349112
972144,RW2,972,144,0,22,349112,9,92,1113,1,0,0,1,1,0,1,10,1,26,1,0,22,11,1,1,1,0,0,0,13,13,1, ,23,1,1, ,0,0,0,0,34, , ,1,1,1,1,26,10,3,4,.349112
972161,RW2,972,161,0,22,0,9,92,1113,0,0,0,0,0,0,6,10,1,24,1,0,22,11,1,1,1,0,0,0, , , , , , , , , , , , , , , , , , , , ,10,3,4,0
972180,RW2,972,180,0,22,349112,9,92,1113,3,0,0,3,2,0,1,18,1,25,1,0,22,11,1,1,1,0,2,349112,12,12,1,10,23,0,0, ,0,0,0,0,34, , ,2,5,1,1,21,10,3,4,.349112
972196,RW2,972,196,0,22,349112,9,92,1113,6,2,0,6,3,0,1,10,1,26,1,0,22,11,1,1,1,0,0,0,12,12,1,5,23,0,1, ,0,0,0,0,34, , ,2,4,1,1,45,10,3,4,.349112
972213,RW2,972,213,0,22,349112,9,92,1113,7,1,0,7,6,1,1,10,1,25,1,0,22,11,1,1,1,0,0,0,13,13,1, ,23,1,1, ,1,0,0,0,34, , ,3,5,1,1,43,10,3,4,.349112
972230,RW2,972,230,0,22,349112,9,92,1113,1,0,0,1,1,0,1,10,1,23,1,0,22,11,1,1,1,0,0,0,13,13,1, ,13,1,1, ,0,0,0,0,34, , ,1,1,1,1,32,10,3,4,.349112
972247,RW2,972,247,0,22,349112,9,92,1113,4,1,0,4,4,0,1,10,1,26,1,0,22,11,1,1,1,0,0,0,12,12,1,5,23,0,0, ,0,0,0,0,34, , ,1,2,1,2,39,10,3,4,.349112
972265,RW2,972,265,0,22,349112,9,92,1113,3,0,0,1,3,0,1,10,1,25,1,0,22,11,1,1,1,0,2,349112,12,12,1,10,23,0,1, ,0,0,0,0,11, , ,1,1,1,1,25,10,3,4,.349112
972282,RW2,972,282,0,22,0,9,92,1113,0,0,0,0,0,0,3,11,3,25,1,0,22,11,1,1,1,0,0,0, , , , , , , , , , , , , , , , , , , , ,10,3,4,0
972299,RW2,972,299,0,22,349112,9,92,1113,5,1,0,5,5,1,1,10,1,26,1,0,22,11,1,1,1,0,0,0,12,12,1,15,23,0,1, ,0,0,0,0,34, , ,2,5,1,1,39,10,3,4,.349112
972316,RW2,972,316,0,22,349112,9,92,1113,8,2,0,8,8,2,1,10,1,24,1,0,22,11,1,1,1,0,0,0,12,12,1,15,23,0,0, ,0,0,0,0,34, , ,2,4,1,1,40,10,3,4,.349112
972333,RW2,972,333,0,22,349112,9,92,1113,8,3,0,7,8,1,1,10,1,23,1,0,22,11,1,1,1,0,0,0,13,13,1, ,23,1,1, ,1,0,0,1,34, , ,3,5,1,1,42,10,3,4,.349112
972351,RW2,972,351,0,22,349112,9,92,1113,2,0,0,2,2,0,1,13,1,24,1,0,22,11,1,1,1,0,2,349112,12,12,1,4,23,0,0, ,0,0,0,0,34, , ,1,5,1,1,35,10,3,4,.349112
973  5,RW2,973,5,0,23,349112,9,92,1113,2,1,0,1,2,0,1,5,2,46,2,0,23,12,1,1,1,0,0,0,13,13,1, ,23,0,1, ,0,0,0,0,34, , ,1,1,1,1,35,10,3,4,.349112
973 23,RW2,973,23,0,23,0,9,92,1113,0,0,0,0,0,0,6,5,1,46,2,0,23,12,1,1,1,0,0,0, , , , , , , , , , , , , , , , , , , , ,10,3,4,0
973 40,RW2,973,40,0,23,349112,9,92,1113,5,2,0,5,5,1,1,7,1,46,2,0,23,12,1,1,1,0,0,0,12,12,1,5,23,1,1, ,0,0,0,0,34, , ,3,5,1,1,28,10,3,4,.349112
973 58,RW2,973,58,0,23,349112,9,92,1113,6,3,1,3,6,1,1,5,1,46,2,0,23,12,1,1,1,0,2,349112,13,13,1, ,23,1,1, ,0,0,0,0,34, , ,1,2,1,1,31,10,3,4,.349112
973 76,RW2,973,76,0,23,349112,9,92,1113,6,1,0,6,6,0,1,7,1,46,2,0,23,12,1,1,1,0,0,0,12,12,1,5,23,0,1, ,0,0,0,0,34, , ,3,4,1,2,54,10,3,4,.349112
973 94,RW2,973,94,0,23,349112,9,92,1113,4,1,0,4,3,1,1,5,1,46,2,0,23,12,1,1,1,0,0,0,13,13,1, ,23,1,0, ,0,0,0,0,34, , ,2,5,1,2,34,10,3,4,.349112
973111,RW2,973,111,0,23,349112,9,92,1113,4,1,0,4,4,2,1,5,1,43,2,0,23,12,1,1,1,0,0,0,12,12,1,10,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,35,10,3,4,.349112
973129,RW2,973,129,0,23,349112,9,92,1113,7,1,0,6,7,1,1,5,1,43,2,0,23,12,1,1,1,0,0,0,12,12,1,10,23,0,0, ,0,0,0,0,11, , ,2,4,1,1,35,10,3,4,.349112
973147,RW2,973,147,0,23,349112,9,92,1113,2,0,0,2,2,0,1,5,1,43,2,0,23,12,1,1,1,0,2,349112,12,12,1,5,23,0,1, ,0,0,0,0,11, , ,4,5,1,1,37,10,3,4,.349112
973165,RW2,973,165,0,23,349112,9,92,1113,1,0,0,1,1,0,1,9,3,43,2,0,23,12,1,1,1,0,0,0,12,12,1,10,23,0,0, ,0,0,0,0,34, , ,1,1,1,1,45,10,3,4,.349112
973182,RW2,973,182,0,23,349112,9,92,1113,2,1,0,2,2,0,1,5,1,43,2,0,23,12,1,1,1,0,0,0,12,12,1,5,23,0,1, ,0,0,0,0,11, , ,1,2,1,1,41,10,3,4,.349112
973200,RW2,973,200,0,23,349112,9,92,1113,6,1,0,5,6,2,1,7,1,43,2,0,23,12,1,1,1,0,0,0,12,12,1,25,23,0,1, ,0,0,0,0,34, , ,3,2,1,1,38,10,3,4,.349112
973218,RW2,973,218,0,23,349112,9,92,1113,2,0,0,2,1,0,1,5,1,44,2,0,23,12,1,1,1,0,0,0,12,12,1,15,31,0,0, ,0,0,0,0,34, , ,1,3,1,1,49,10,3,4,.349112
973235,RW2,973,235,0,23,349112,9,92,1113,2,1,1,2,2,0,1,5,1,44,2,0,23,12,1,1,1,0,2,349112,12,12,1,8,23,1,0, ,0,0,0,0,34, , ,1,2,1,1,42,10,3,4,.349112
973253,RW2,973,253,0,23,349112,9,92,1113,4,2,0,4,4,1,1,5,1,44,2,0,23,12,1,1,1,0,0,0,13,13,1, ,23,1,1, ,0,0,0,0,34, , ,2,5,1,1,32,10,3,4,.349112
973271,RW2,973,271,0,23,349112,9,92,1113,4,1,0,4,4,1,1,8,3,44,2,0,23,12,1,1,1,0,0,0,12,12,1,30,23,1,1, ,0,0,0,0,34, , ,2,2,1,1,31,10,3,4,.349112
973289,RW2,973,289,0,23,349112,9,92,1113,7,1,0,7,7,3,1,7,2,44,2,0,23,12,1,1,1,0,0,0,12,12,1,20,23,1,1, ,0,0,0,0,34, , ,2,2,1,1,35,10,3,4,.349112
973306,RW2,973,306,0,23,349112,9,92,1113,3,1,0,3,3,0,1,5,1,45,2,0,23,12,1,1,1,0,0,0,12,12,1,15,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,38,10,3,4,.349112
973324,RW2,973,324,0,23,349112,9,92,1113,4,2,1,4,4,1,1,7,3,45,2,0,23,12,1,1,1,0,2,349112,12,12,0,10,23,1,1, ,0,0,0,0,34, , ,2,4,1,1,29,10,3,4,.349112
973342,RW2,973,342,0,23,349112,9,92,1113,3,1,0,3,2,0,1,7,3,45,2,0,23,12,1,1,1,0,0,0,12,12,1,10,23,1,1, ,0,0,0,0,34, , ,3,5,1,2,32,10,3,4,.349112
973360,RW2,973,360,0,23,349112,9,92,1113,1,0,0,1,1,0,1,7,3,45,2,0,23,12,1,1,1,0,0,0,12,12,0,10,23,1,0, ,0,0,0,0,33, , ,1,1,1,1,41,10,3,4,.349112
973377,RW2,973,377,0,23,349112,9,92,1113,9,3,0,9,9,1,1,5,1,45,2,0,23,12,1,1,1,0,0,0,12,12,1,3,23,1,1, ,0,0,0,0,34, , ,2,4,1,1,45,10,3,4,.349112
974  9,RW2,974,9,0,24,349112,9,92,1113,8,3,0,7,8,0,1,3,2,45,1,0,24,12,1,1,1,0,0,0,13,13,1, ,23,1,1, ,1,0,0,0,34, , ,4,5,1,1,39,10,3,5,.349112
974 29,RW2,974,29,0,24,349112,9,92,1113,1,0,0,1,1,0,1,2,1,45,1,0,24,12,1,1,1,0,0,0,12,12,1,15,23,0,0, ,0,0,0,0,11, , ,1,1,1,1,23,10,3,5,.349112
974 49,RW2,974,49,0,24,349112,9,92,1113,2,0,0,2,2,0,1,4,3,45,1,0,24,12,1,1,1,0,2,349112,12,12,1,20,31,0,0, ,0,0,0,0,11, , ,1,2,1,1,44,10,3,5,.349112
974 69,RW2,974,69,0,24,349112,9,92,1113,3,2,0,3,3,1,1,2,1,45,1,0,24,12,1,1,1,0,0,0,13,13,1, ,23,1,1, ,0,0,0,0,34, , ,1,3,1,2,26,10,3,5,.349112
974 89,RW2,974,89,0,24,349112,8,92,1112,7,2,0,5,6,3,1,3,1,46,1,0,24,12,1,1,1,0,0,0,12,13,0, ,23,0,1, ,0,0,0,0,34, , ,2,2,1,1,27,10,3,5,.349112
974109,RW2,974,109,0,24,349112,9,92,1113,6,2,0,6,6,3,1,3,1,46,1,0,24,12,1,1,1,0,0,0,12,12,1,40,23,0,0, ,0,0,0,0,11, , ,2,5,1,1,28,10,3,5,.349112
974129,RW2,974,129,0,24,349112,9,92,1113,7,3,0,6,7,2,1,3,1,46,1,0,24,12,1,1,1,0,0,0,12,12,1,40,23,0,1, ,0,0,0,0,34, , ,3,5,1,1,24,10,3,5,.349112
974148,RW2,974,148,0,24,349112,9,92,1113,7,1,1,7,7,2,1,3,1,43,1,0,24,12,1,1,1,0,2,349112,12,12,1,30,23,0,0, ,0,0,0,0,11, , ,2,2,1,1,35,10,3,5,.349112
974168,RW2,974,168,0,24,349112,9,92,1113,2,0,0,2,1,0,1,3,1,43,1,0,24,12,1,1,1,0,0,0,12,12,1,60,23,0,1, ,0,0,0,0,11, , ,1,5,1,1,20,10,3,5,.349112
974188,RW2,974,188,0,24,349112,9,92,1113,9,3,0,8,9,3,1,3,1,43,1,0,24,12,1,1,1,0,0,0,12,12,1,40,23,0,1, ,0,1,0,0,34, , ,3,5,1,1,30,10,3,5,.349112
974208,RW2,974,208,0,24,349112,9,92,1113,1,0,0,1,1,0,1,3,1,44,1,0,24,12,1,1,1,0,0,0,12,12,1,30,23,0,0, ,0,0,0,0,11, , ,1,1,1,1,29,10,3,5,.349112
974228,RW2,974,228,0,24,349112,9,92,1113,4,1,0,4,4,1,1,3,1,44,1,0,24,12,1,1,1,0,0,0,12,12,1,30,23,0,1, ,0,0,0,0,11, , ,2,2,1,1,28,10,3,5,.349112
974248,RW2,974,248,0,24,349112,9,92,1113,2,1,1,2,2,0,1,3,1,44,1,0,24,12,1,1,1,0,2,349112,12,12,1,30,23,0,0, ,0,0,0,0,11, , ,1,2,1,1,28,10,3,5,.349112
975  6,RW2,975,6,0,25,349112,9,92,1113,2,1,0,2,2,0,1,14,2,44,1,0,25,13,1,1,1,0,0,0,12,12,1,10,23,0,0, ,0,0,0,0,34, , ,1,2,1,1,28,10,3,6,.349112
975 19,RW2,975,19,0,25,349112,9,92,1113,4,0,0,4,4,0,1,12,1,44,1,0,25,13,1,1,1,0,0,0,13,13,1, ,23,1,1, ,0,0,0,0,34, , ,1,5,1,1,29,10,3,6,.349112
975 32,RW2,975,32,0,25,349112,9,92,1113,3,1,0,3,3,0,1,14,2,44,1,0,25,13,1,1,1,0,0,0,12,12,1,5,23,0,1, ,0,0,0,0,34, , ,2,2,1,1,26,10,3,6,.349112
975 45,RW2,975,45,0,25,349112,9,92,1113,3,0,0,3,3,0,1,14,2,44,1,0,25,13,1,1,1,0,0,0,12,12,1,5,23,1,1, ,0,0,0,0,34, , ,2,3,1,1,27,10,3,6,.349112
975 58,RW2,975,58,0,25,349112,9,92,1113,9,2,0,9,9,0,1,12,1,44,1,0,25,13,1,1,1,0,0,0,12,12,1,5,23,0,1, ,0,0,0,0,34, , ,3,4,1,1,50,10,3,6,.349112
975 71,RW2,975,71,0,25,349112,9,92,1113,8,1,0,8,8,3,1,12,2,45,1,0,25,13,1,1,1,0,0,0,12,12,1,5,23,1,1, ,1,0,1,0,34, , ,2,2,1,1,22,10,3,6,.349112
975 84,RW2,975,84,0,25,349112,9,92,1113,2,1,0,2,2,0,1,12,2,45,1,0,25,13,1,1,1,0,0,0,12,12,1,5,23,0,1, ,0,0,0,0,34, , ,1,2,1,1,25,10,3,6,.349112
975 97,RW2,975,97,0,25,349112,9,92,1113,5,0,0,5,5,0,1,12,1,45,1,0,25,13,1,1,1,0,2,349112,13,13,1, ,23,1,1, ,0,0,0,0,34, , ,3,4,1,1,98,10,3,6,.349112
975110,RW2,975,110,0,25,349112,9,92,1113,5,2,0,5,4,2,1,12,2,45,1,0,25,13,1,1,1,0,0,0,12,12,1,15,23,0,1, ,0,1,0,0,34, , ,2,5,1,1,33,10,3,6,.349112
975123,RW2,975,123,0,25,349112,9,92,1113,7,1,0,7,7,0,1,15,2,46,1,0,25,13,1,1,1,0,0,0,31,12,0,15,23,0,0, ,0,0,0,0,34, , ,2,4,1,2,40,10,3,6,.349112
975136,RW2,975,136,0,25,349112,9,92,1113,1,0,0,1,1,0,1,14,2,46,1,0,25,13,1,1,1,0,0,0,12,12,1,6,23,1,1, ,0,0,0,0,34, , ,1,1,1,1,30,10,3,6,.349112
975149,RW2,975,149,0,25,349112,9,92,1113,1,1,0,1,1,0,1,11,1,46,1,0,25,13,1,1,1,0,0,0,12,12,1,10,23,0,1, ,0,0,0,0,34, , ,1,1,1,2,24,10,3,6,.349112
975162,RW2,975,162,0,25,349112,9,92,1113,5,1,1,4,5,2,1,11,1,46,1,0,25,13,1,1,1,0,2,349112,31,12,0,4,23,0,1, ,0,0,0,0,11, , ,2,2,1,1,31,10,3,6,.349112
975175,RW2,975,175,0,25,349112,9,92,1113,6,1,0,6,5,2,1,12,1,43,1,0,25,13,1,1,1,0,0,0,12,12,1,40,23,1,0, ,0,0,0,0,34, , ,1,2,1,1,37,10,3,6,.349112
975188,RW2,975,188,0,25,349112,9,92,1113,2,0,0,2,2,0,1,12,1,43,1,0,25,13,1,1,1,0,0,0,12,12,1,40,23,0,0, ,0,0,0,0,34, , ,1,3,1,1,34,10,3,6,.349112
975201,RW2,975,201,0,25,349112,9,92,1113,2,0,0,2,2,0,1,12,1,43,1,0,25,13,1,1,1,0,0,0,13,13,1, ,23,1,1, ,0,0,0,0,34, , ,2,5,1,1,37,10,3,6,.349112
975214,RW2,975,214,0,25,349112,9,92,1113,4,1,0,4,4,2,1,12,1,43,1,0,25,13,1,1,1,0,0,0,12,12,1,2,23,0,1, ,0,0,0,0,34, , ,1,2,1,1,35,10,3,6,.349112
976  2,RW2,976,2,0,26,349112,9,92,1113,2,0,0,1,2,0,1,17,2,46,9,0,26,13,1,1,1,0,0,0,12,12,1,10,23,1,1, ,1,0,0,0,34, , ,1,1,1,1,25,10,3,6,.349112
976 12,RW2,976,12,0,26,349112,9,92,1113,1,0,0,1,1,0,1,22,3,46,9,0,26,13,1,1,1,0,0,0,12,12,1,20,23,1,1, ,0,0,0,1,34, , ,1,1,1,1,37,10,3,6,.349112
976 22,RW2,976,22,0,26,349112,9,92,1113,3,0,0,3,3,0,1,17,1,45,9,0,26,13,1,1,1,0,0,0,12,12,1,15,23,0,1, ,0,0,0,0,11, , ,2,2,1,2,63,10,3,6,.349112
976 32,RW2,976,32,0,26,349112,9,92,1113,7,2,0,7,7,1,1,17,1,46,9,0,26,13,1,1,1,0,0,0,12,12,1,10,23,0,1, ,0,0,0,0,34, , ,2,4,1,1,39,10,3,6,.349112
976 42,RW2,976,42,0,26,349112,9,92,1113,8,1,0,8,8,1,1,17,1,43,9,0,26,13,1,1,1,0,0,0,12,12,1,10,23,0,1, ,0,0,0,0,11, , ,2,4,1,1,50,10,3,6,.349112
976 52,RW2,976,52,0,26,349112,9,92,1113,1,0,0,1,1,0,1,17,1,43,9,0,26,13,1,1,1,0,2,349112,13,13,1, ,23,1,1, ,0,1,0,0,34, , ,1,1,1,1,27,10,3,6,.349112
976 62,RW2,976,62,0,26,349112,9,92,1113,9,1,0,9,9,0,1,17,1,44,9,0,26,13,1,1,1,0,0,0,13,13,1, ,23,1,1, ,1,0,0,0,34, , ,3,4,1,1,40,10,3,6,.349112
976 71,RW2,976,71,0,26,349112,9,92,1113,3,0,0,3,3,0,1,18,1,44,9,0,26,13,1,1,1,0,0,0,13,13,1, ,23,0,0, ,0,0,0,0,34, , ,1,5,1,1,33,10,3,6,.349112
976 81,RW2,976,81,0,26,349112,9,92,1113,5,2,0,3,4,0,1,21,1,46,9,0,26,13,1,1,1,0,0,0,13,13,1, ,23,0,0, ,0,0,0,0,34, , ,2,4,1,1,32,10,3,6,.349112
976 91,RW2,976,91,0,26,349112,9,92,1113,4,0,0,4,4,0,1,21,1,46,9,0,26,13,1,1,1,0,0,0,13,13,1, ,23,1,1, ,1,0,0,1,34, , ,3,5,1,1,32,10,3,6,.349112
976101,RW2,976,101,0,26,349112,9,92,1113,3,1,0,3,3,0,1,21,1,43,9,0,26,13,1,1,1,0,2,349112,12,12,1,4,23,1,1, ,0,0,0,0,34, , ,2,5,1,1,45,10,3,6,.349112
976111,RW2,976,111,0,26,349112,9,92,1113,5,1,0,5,5,1,1,21,1,43,9,0,26,13,1,1,1,0,0,0,12,12,1,10,23,0,1, ,0,0,0,0,34, , ,2,2,1,1,32,10,3,6,.349112
976121,RW2,976,121,0,26,349112,9,92,1113,5,2,0,5,5,0,1,21,1,44,9,0,26,13,1,1,1,0,0,0,12,12,1,2,23,0,1, ,0,0,0,0,11, , ,2,5,1,1,22,10,3,6,.349112
976131,RW2,976,131,0,26,349112,9,92,1113,5,2,0,5,5,2,1,21,1,44,9,0,26,13,1,1,1,0,0,0,13,13,1, ,23,1,1, ,0,0,0,0,34, , ,2,5,1,1,32,10,3,6,.349112
976141,RW2,976,141,0,26,349112,9,92,1113,5,2,0,4,5,1,1,21,1,45,9,0,26,13,1,1,1,0,0,0,13,13,1, ,23,1,1, ,0,0,0,0,34, , ,3,5,1,1,33,10,3,6,.349112
976150,RW2,976,150,0,26,0,9,92,1113,0,0,0,0,0,0,7,21,1,45,9,0,26,13,1,1,1,0,2,0, , , , , , , , , , , , , , , , , , , , ,10,3,6,0
976161,RW2,976,161,0,26,349112,9,92,1113,4,1,0,4,4,2,1,21,1,43,9,0,26,13,1,1,1,0,0,0,12,12,1,5,23,1,0, ,0,0,0,0,34, , ,1,1,1,2,27,10,3,6,.349112
976170,RW2,976,170,0,26,349112,9,92,1113,1,0,0,1,1,0,1,22,1,43,9,0,26,13,1,1,1,0,0,0,12,12,1,20,23,1,0, ,0,0,0,0,34, , ,1,1,1,1,30,10,3,6,.349112
976180,RW2,976,180,0,26,349112,9,92,1113,8,2,0,8,8,1,1,22,1,44,9,0,26,13,1,1,1,0,0,0,12,12,1,3,23,1,1, ,0,0,0,0,34, , ,2,5,1,1,37,10,3,6,.349112
976190,RW2,976,190,0,26,349112,9,92,1113,7,1,0,7,7,1,1,21,1,45,9,0,26,13,1,1,1,0,0,0,13,13,1, ,23,0,1, ,0,0,0,0,34, , ,2,2,1,1,42,10,3,6,.349112
976200,RW2,976,200,0,26,349112,9,92,1113,1,0,0,1,1,0,1,22,2,45,9,0,26,13,1,1,1,0,2,349112,12,12,1,5,23,0,1, ,0,0,0,0,34, , ,1,1,1,1,42,10,3,6,.349112
976210,RW2,976,210,0,26,349112,9,92,1113,3,0,0,3,1,0,1,22,1,46,9,0,26,13,1,1,1,0,0,0,13,13,1, ,23,1,1, ,0,0,0,0,34, , ,2,5,1,1,35,10,3,6,.349112
976219,RW2,976,219,0,26,349112,9,92,1113,6,1,0,6,6,1,1,22,1,46,9,0,26,13,1,1,1,0,0,0,12,12,1,10,23,0,0, ,0,0,0,0,34, , ,2,1,1,2,38,10,3,6,.349112
977  7,RW2,977,7,0,27,349112,9,92,1113,4,1,0,4,4,1,1,9,1,43,3,0,27,14,1,1,1,0,0,0,13,13,1, ,23,1,1, ,0,0,0,1,34, , ,2,5,1,1,29,10,3,7,.349112
977 16,RW2,977,16,0,27,349112,9,92,1113,4,3,0,4,4,1,1,9,1,43,3,0,27,14,1,1,1,0,0,0,12,12,1,10,23,1,1, ,0,0,0,0,34, , ,2,5,1,2,29,10,3,7,.349112
977 26,RW2,977,26,0,27,349112,9,92,1113,10,2,1,10,10,1,1,9,1,43,3,0,27,14,1,1,1,0,2,349112,13,13,1, ,23,0,1, ,0,0,0,0,11, , ,2,4,1,1,56,10,3,7,.349112
977 35,RW2,977,35,0,27,349112,9,92,1113,1,0,0,1,1,0,1,9,1,43,3,0,27,14,1,1,1,0,0,0,12,12,1,4,23,1,1, ,1,0,0,0,34, , ,1,1,1,1,21,10,3,7,.349112
977 44,RW2,977,44,0,27,349112,9,92,1113,4,1,0,4,4,2,1,9,1,43,3,0,27,14,1,1,1,0,0,0,12,12,1,5,23,0,1, ,0,0,0,0,34, , ,1,2,1,1,39,10,3,7,.349112
977 55,RW2,977,55,0,27,349112,9,92,1113,2,1,0,2,2,0,1,9,1,44,3,0,27,14,1,1,1,0,0,0,12,12,1,10,23,1,0, ,0,0,0,0,34, , ,1,2,1,1,28,10,3,7,.349112
977 63,RW2,977,63,0,27,349112,9,92,1113,10,2,0,8,10,2,1,9,1,44,3,0,27,14,1,1,1,0,0,0,13,13,1, ,23,1,1, ,1,0,0,0,34, , ,4,5,1,1,33,10,3,7,.349112
977 73,RW2,977,73,0,27,349112,9,92,1113,5,2,0,5,5,1,1,9,1,44,3,0,27,14,1,1,1,0,2,349112,12,12,1,5,23,0,0, ,0,0,0,0,34, , ,2,5,1,2,34,10,3,7,.349112
977 82,RW2,977,82,0,27,349112,9,92,1113,1,0,0,1,1,0,1,10,2,44,3,0,27,14,1,1,1,0,0,0,13,13,1, ,23,1,1, ,0,0,0,0,34, , ,1,1,1,1,27,10,3,7,.349112
977 92,RW2,977,92,0,27,349112,9,92,1113,3,0,0,3,1,1,1,9,1,44,3,0,27,14,1,1,1,0,0,0,12,12,1,20,23,0,1, ,0,0,0,0,34, , ,1,2,1,1,29,10,3,7,.349112
